______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.77 | Accuracy: 0.62
[Training] Itteration/Batch:  25/464: Loss: 1.38 | Accuracy: 0.62
[Training] Itteration/Batch:  50/464: Loss: 0.87 | Accuracy: 0.71
[Training] Itteration/Batch:  75/464: Loss: 0.80 | Accuracy: 0.74
[Training] Itteration/Batch: 100/464: Loss: 0.78 | Accuracy: 0.89
[Training] Itteration/Batch: 125/464: Loss: 0.99 | Accuracy: 0.83
[Training] Itteration/Batch: 150/464: Loss: 0.54 | Accuracy: 0.90
[Training] Itteration/Batch: 175/464: Loss: 0.60 | Accuracy: 0.96
[Training] Itteration/Batch: 200/464: Loss: 0.63 | Accuracy: 0.92
[Training] Itteration/Batch: 225/464: Loss: 0.73 | Accuracy: 1.00
[Training] Itteration/Batch: 250/464: Loss: 0.79 | Accuracy: 0.96
[Training] Itteration/Batch: 275/464: Loss: 0.92 | Accuracy: 0.95
[Training] Itteration/Batch: 300/464: Loss: 1.46 | Accuracy: 0.88
[Training] Itteration/Batch: 325/464: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 350/464: Loss: 1.52 | Accuracy: 0.90
[Training] Itteration/Batch: 375/464: Loss: 0.52 | Accuracy: 1.00
[Training] Itteration/Batch: 400/464: Loss: 0.56 | Accuracy: 1.00
[Training] Itteration/Batch: 425/464: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 450/464: Loss: 1.69 | Accuracy: 0.93

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.4888576486514631 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.49105332745702956 |             Val Accuracy Majority 0.9564021825790405 | Val Accuracy Individual 0.9648423790931702 | Training Loss:1.0221322774887085 |             Val Loss 0.9966789484024048 | Train Runtime Millis 33336.85581700047 | Val Runtime Millis 21545.154330000514

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.59 | Accuracy: 1.00
[Training] Itteration/Batch:  25/464: Loss: 1.94 | Accuracy: 0.90
[Training] Itteration/Batch:  50/464: Loss: 0.47 | Accuracy: 1.00
[Training] Itteration/Batch:  75/464: Loss: 1.24 | Accuracy: 0.92
[Training] Itteration/Batch: 100/464: Loss: 2.59 | Accuracy: 0.90
[Training] Itteration/Batch: 125/464: Loss: 1.56 | Accuracy: 0.96
[Training] Itteration/Batch: 150/464: Loss: 1.31 | Accuracy: 0.93
[Training] Itteration/Batch: 175/464: Loss: 1.93 | Accuracy: 0.87
[Training] Itteration/Batch: 200/464: Loss: 1.21 | Accuracy: 0.93
[Training] Itteration/Batch: 225/464: Loss: 0.37 | Accuracy: 1.00
[Training] Itteration/Batch: 250/464: Loss: 0.43 | Accuracy: 1.00
[Training] Itteration/Batch: 275/464: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 300/464: Loss: 0.44 | Accuracy: 1.00
[Training] Itteration/Batch: 325/464: Loss: 0.90 | Accuracy: 0.93
[Training] Itteration/Batch: 350/464: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 375/464: Loss: 0.47 | Accuracy: 1.00
[Training] Itteration/Batch: 400/464: Loss: 1.30 | Accuracy: 0.95
[Training] Itteration/Batch: 425/464: Loss: 0.64 | Accuracy: 0.97
[Training] Itteration/Batch: 450/464: Loss: 0.36 | Accuracy: 1.00

Epoch 2: Val Bin. F1 Majority 0.38211381435394287 | Val Macro F1 Majority 0.678990864845143 |             Val Bin F1 Individual 0.35357141494750977 | Val Macro F1 Individual 0.6659874801847716 |             Val Accuracy Majority 0.9535499811172485 | Val Accuracy Individual 0.9582034349441528 | Training Loss:0.8349379897117615 |             Val Loss 0.7830719351768494 | Train Runtime Millis 33496.487632000935 | Val Runtime Millis 21534.368202999758

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.85 | Accuracy: 0.97
[Training] Itteration/Batch:  25/464: Loss: 0.71 | Accuracy: 0.96
[Training] Itteration/Batch:  50/464: Loss: 1.18 | Accuracy: 0.91
[Training] Itteration/Batch:  75/464: Loss: 0.84 | Accuracy: 0.96
[Training] Itteration/Batch: 100/464: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 125/464: Loss: 0.47 | Accuracy: 0.96
[Training] Itteration/Batch: 150/464: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 175/464: Loss: 0.53 | Accuracy: 0.96
[Training] Itteration/Batch: 200/464: Loss: 0.83 | Accuracy: 0.96
[Training] Itteration/Batch: 225/464: Loss: 0.43 | Accuracy: 0.97
[Training] Itteration/Batch: 250/464: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 275/464: Loss: 0.64 | Accuracy: 0.96
[Training] Itteration/Batch: 300/464: Loss: 0.50 | Accuracy: 1.00
[Training] Itteration/Batch: 325/464: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 350/464: Loss: 0.31 | Accuracy: 1.00
[Training] Itteration/Batch: 375/464: Loss: 0.30 | Accuracy: 1.00
[Training] Itteration/Batch: 400/464: Loss: 0.52 | Accuracy: 0.84
[Training] Itteration/Batch: 425/464: Loss: 0.31 | Accuracy: 1.00
[Training] Itteration/Batch: 450/464: Loss: 0.76 | Accuracy: 0.92

Epoch 3: Val Bin. F1 Majority 0.44050633907318115 | Val Macro F1 Majority 0.7085252936166097 |             Val Bin F1 Individual 0.4105854034423828 | Val Macro F1 Individual 0.6942887200923382 |             Val Accuracy Majority 0.9549760818481445 | Val Accuracy Individual 0.9575684070587158 | Training Loss:0.6501407027244568 |             Val Loss 0.6842030882835388 | Train Runtime Millis 33687.873030001356 | Val Runtime Millis 21411.23388000051

______________________________	 Running Epoch 4 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.70 | Accuracy: 0.93
[Training] Itteration/Batch:  25/464: Loss: 0.61 | Accuracy: 0.97
[Training] Itteration/Batch:  50/464: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch:  75/464: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 100/464: Loss: 0.36 | Accuracy: 0.92
[Training] Itteration/Batch: 125/464: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 150/464: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 175/464: Loss: 0.55 | Accuracy: 0.96
[Training] Itteration/Batch: 200/464: Loss: 1.16 | Accuracy: 0.87
[Training] Itteration/Batch: 225/464: Loss: 0.72 | Accuracy: 0.79
[Training] Itteration/Batch: 250/464: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 275/464: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 300/464: Loss: 0.77 | Accuracy: 0.82
[Training] Itteration/Batch: 325/464: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 350/464: Loss: 0.85 | Accuracy: 0.86
[Training] Itteration/Batch: 375/464: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 400/464: Loss: 0.62 | Accuracy: 0.95
[Training] Itteration/Batch: 425/464: Loss: 0.28 | Accuracy: 0.96
[Training] Itteration/Batch: 450/464: Loss: 0.25 | Accuracy: 1.00

Epoch 4: Val Bin. F1 Majority 0.4342581331729889 | Val Macro F1 Majority 0.7046589834274628 |             Val Bin F1 Individual 0.41172051429748535 | Val Macro F1 Individual 0.6941080866240503 |             Val Accuracy Majority 0.9522257447242737 | Val Accuracy Individual 0.9547973871231079 | Training Loss:0.5376859307289124 |             Val Loss 0.6394472122192383 | Train Runtime Millis 33814.90485199538 | Val Runtime Millis 21431.130930002837

______________________________	 Running Epoch 5 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.51 | Accuracy: 0.91
[Training] Itteration/Batch:  25/464: Loss: 0.59 | Accuracy: 0.96
[Training] Itteration/Batch:  50/464: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch:  75/464: Loss: 0.30 | Accuracy: 1.00
[Training] Itteration/Batch: 100/464: Loss: 0.27 | Accuracy: 0.91
[Training] Itteration/Batch: 125/464: Loss: 0.32 | Accuracy: 0.96
[Training] Itteration/Batch: 150/464: Loss: 0.79 | Accuracy: 0.93
[Training] Itteration/Batch: 175/464: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 200/464: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 225/464: Loss: 0.30 | Accuracy: 0.96
[Training] Itteration/Batch: 250/464: Loss: 1.18 | Accuracy: 0.85
[Training] Itteration/Batch: 275/464: Loss: 0.30 | Accuracy: 1.00
[Training] Itteration/Batch: 300/464: Loss: 0.38 | Accuracy: 0.96
[Training] Itteration/Batch: 325/464: Loss: 0.41 | Accuracy: 0.88
[Training] Itteration/Batch: 350/464: Loss: 1.08 | Accuracy: 0.89
[Training] Itteration/Batch: 375/464: Loss: 0.55 | Accuracy: 0.96
[Training] Itteration/Batch: 400/464: Loss: 0.42 | Accuracy: 0.97
[Training] Itteration/Batch: 425/464: Loss: 0.66 | Accuracy: 0.88
[Training] Itteration/Batch: 450/464: Loss: 0.30 | Accuracy: 1.00

Epoch 5: Val Bin. F1 Majority 0.40556660294532776 | Val Macro F1 Majority 0.6867321943366642 |             Val Bin F1 Individual 0.3732351064682007 | Val Macro F1 Individual 0.6711548882992802 |             Val Accuracy Majority 0.9390852451324463 | Val Accuracy Individual 0.9410576224327087 | Training Loss:0.44180434942245483 |             Val Loss 0.6261022090911865 | Train Runtime Millis 33820.81387699873 | Val Runtime Millis 21607.590669002093

______________________________	 Running Epoch 6 of 10 	______________________________
[Training] Itteration/Batch:   0/464: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch:  25/464: Loss: 0.90 | Accuracy: 0.80
[Training] Itteration/Batch:  50/464: Loss: 0.71 | Accuracy: 0.96
[Training] Itteration/Batch:  75/464: Loss: 0.37 | Accuracy: 0.96
