______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/912: Loss: 1.11 | Accuracy: 0.10
[Training] Itteration/Batch:  25/912: Loss: 1.35 | Accuracy: 0.54
[Training] Itteration/Batch:  50/912: Loss: 0.81 | Accuracy: 0.58
[Training] Itteration/Batch:  75/912: Loss: 1.10 | Accuracy: 0.73
[Training] Itteration/Batch: 100/912: Loss: 0.87 | Accuracy: 0.72
[Training] Itteration/Batch: 125/912: Loss: 0.77 | Accuracy: 0.89
[Training] Itteration/Batch: 150/912: Loss: 0.67 | Accuracy: 0.96
[Training] Itteration/Batch: 175/912: Loss: 0.93 | Accuracy: 0.85
[Training] Itteration/Batch: 200/912: Loss: 1.09 | Accuracy: 0.87
[Training] Itteration/Batch: 225/912: Loss: 1.84 | Accuracy: 0.84
[Training] Itteration/Batch: 250/912: Loss: 0.65 | Accuracy: 0.96
[Training] Itteration/Batch: 275/912: Loss: 0.89 | Accuracy: 0.92
[Training] Itteration/Batch: 300/912: Loss: 0.95 | Accuracy: 0.92
[Training] Itteration/Batch: 325/912: Loss: 0.94 | Accuracy: 0.93
[Training] Itteration/Batch: 350/912: Loss: 0.60 | Accuracy: 1.00
[Training] Itteration/Batch: 375/912: Loss: 1.98 | Accuracy: 0.88
[Training] Itteration/Batch: 400/912: Loss: 0.60 | Accuracy: 1.00
[Training] Itteration/Batch: 425/912: Loss: 0.66 | Accuracy: 0.97
[Training] Itteration/Batch: 450/912: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 475/912: Loss: 0.69 | Accuracy: 0.97
[Training] Itteration/Batch: 500/912: Loss: 0.58 | Accuracy: 1.00
[Training] Itteration/Batch: 525/912: Loss: 0.92 | Accuracy: 0.97
[Training] Itteration/Batch: 550/912: Loss: 0.52 | Accuracy: 1.00
[Training] Itteration/Batch: 575/912: Loss: 1.24 | Accuracy: 0.91
[Training] Itteration/Batch: 600/912: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 625/912: Loss: 1.10 | Accuracy: 0.93
[Training] Itteration/Batch: 650/912: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch: 675/912: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 700/912: Loss: 0.48 | Accuracy: 1.00
[Training] Itteration/Batch: 725/912: Loss: 0.37 | Accuracy: 1.00
[Training] Itteration/Batch: 750/912: Loss: 0.46 | Accuracy: 1.00
[Training] Itteration/Batch: 775/912: Loss: 1.19 | Accuracy: 0.94
[Training] Itteration/Batch: 800/912: Loss: 0.42 | Accuracy: 1.00
[Training] Itteration/Batch: 825/912: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 850/912: Loss: 0.57 | Accuracy: 1.00
