______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 1.83 | Accuracy: 0.50
[Training] Itteration/Batch:  25/454: Loss: 1.95 | Accuracy: 0.72
[Training] Itteration/Batch:  50/454: Loss: 1.37 | Accuracy: 0.80
[Training] Itteration/Batch:  75/454: Loss: 1.37 | Accuracy: 0.93
[Training] Itteration/Batch: 100/454: Loss: 1.30 | Accuracy: 0.90
[Training] Itteration/Batch: 125/454: Loss: 1.64 | Accuracy: 0.91
[Training] Itteration/Batch: 150/454: Loss: 1.62 | Accuracy: 0.89
[Training] Itteration/Batch: 175/454: Loss: 1.28 | Accuracy: 0.96
[Training] Itteration/Batch: 200/454: Loss: 1.79 | Accuracy: 0.89
[Training] Itteration/Batch: 225/454: Loss: 2.04 | Accuracy: 0.87
[Training] Itteration/Batch: 250/454: Loss: 1.81 | Accuracy: 0.80
[Training] Itteration/Batch: 275/454: Loss: 1.48 | Accuracy: 0.75
[Training] Itteration/Batch: 300/454: Loss: 1.26 | Accuracy: 0.87
[Training] Itteration/Batch: 325/454: Loss: 0.96 | Accuracy: 0.83
[Training] Itteration/Batch: 350/454: Loss: 1.72 | Accuracy: 0.84
[Training] Itteration/Batch: 375/454: Loss: 1.63 | Accuracy: 0.58
[Training] Itteration/Batch: 400/454: Loss: 1.21 | Accuracy: 0.87
[Training] Itteration/Batch: 425/454: Loss: 1.88 | Accuracy: 0.65
[Training] Itteration/Batch: 450/454: Loss: 1.02 | Accuracy: 0.98

Epoch 1: Val Bin. F1 Majority 0.46276596188545227 | Val Macro F1 Majority 0.7008939467250141 |             Val Bin F1 Individual 0.45207157731056213 | Val Macro F1 Individual 0.686580226938887 |             Val Accuracy Majority 0.890475332736969 | Val Accuracy Individual 0.8620455265045166 | Training Loss:1.6481863260269165 |             Val Loss 1.4030157327651978 | Train Runtime Millis 35140.96527779475 | Val Runtime Millis 13798.341264016926

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 1.34 | Accuracy: 0.85
[Training] Itteration/Batch:  25/454: Loss: 1.82 | Accuracy: 0.90
[Training] Itteration/Batch:  50/454: Loss: 1.24 | Accuracy: 0.91
[Training] Itteration/Batch:  75/454: Loss: 1.49 | Accuracy: 0.83
[Training] Itteration/Batch: 100/454: Loss: 1.04 | Accuracy: 0.89
[Training] Itteration/Batch: 125/454: Loss: 1.35 | Accuracy: 0.82
[Training] Itteration/Batch: 150/454: Loss: 0.90 | Accuracy: 0.83
[Training] Itteration/Batch: 175/454: Loss: 0.84 | Accuracy: 0.96
[Training] Itteration/Batch: 200/454: Loss: 1.25 | Accuracy: 0.79
[Training] Itteration/Batch: 225/454: Loss: 1.30 | Accuracy: 0.77
[Training] Itteration/Batch: 250/454: Loss: 0.97 | Accuracy: 0.91
[Training] Itteration/Batch: 275/454: Loss: 0.69 | Accuracy: 0.91
[Training] Itteration/Batch: 300/454: Loss: 1.00 | Accuracy: 0.76
[Training] Itteration/Batch: 325/454: Loss: 1.41 | Accuracy: 0.70
[Training] Itteration/Batch: 350/454: Loss: 0.88 | Accuracy: 0.91
[Training] Itteration/Batch: 375/454: Loss: 0.84 | Accuracy: 0.93
[Training] Itteration/Batch: 400/454: Loss: 0.71 | Accuracy: 0.93
[Training] Itteration/Batch: 425/454: Loss: 0.91 | Accuracy: 0.89
[Training] Itteration/Batch: 450/454: Loss: 0.74 | Accuracy: 0.91

Epoch 2: Val Bin. F1 Majority 0.435982346534729 | Val Macro F1 Majority 0.6627718053788326 |             Val Bin F1 Individual 0.4758853316307068 | Val Macro F1 Individual 0.679239128606789 |             Val Accuracy Majority 0.815290093421936 | Val Accuracy Individual 0.8081600069999695 | Training Loss:1.258941411972046 |             Val Loss 1.3185216188430786 | Train Runtime Millis 35184.16239810176 | Val Runtime Millis 13748.032978037372

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 0.79 | Accuracy: 0.90
[Training] Itteration/Batch:  25/454: Loss: 1.84 | Accuracy: 0.84
[Training] Itteration/Batch:  50/454: Loss: 1.19 | Accuracy: 0.89
[Training] Itteration/Batch:  75/454: Loss: 1.19 | Accuracy: 0.87
[Training] Itteration/Batch: 100/454: Loss: 0.70 | Accuracy: 0.95
[Training] Itteration/Batch: 125/454: Loss: 1.60 | Accuracy: 0.72
[Training] Itteration/Batch: 150/454: Loss: 0.96 | Accuracy: 0.84
[Training] Itteration/Batch: 175/454: Loss: 0.81 | Accuracy: 0.95
[Training] Itteration/Batch: 200/454: Loss: 0.79 | Accuracy: 0.91
[Training] Itteration/Batch: 225/454: Loss: 0.61 | Accuracy: 0.96
[Training] Itteration/Batch: 250/454: Loss: 1.77 | Accuracy: 0.89
[Training] Itteration/Batch: 275/454: Loss: 0.91 | Accuracy: 0.91
[Training] Itteration/Batch: 300/454: Loss: 0.96 | Accuracy: 0.87
[Training] Itteration/Batch: 325/454: Loss: 0.89 | Accuracy: 0.90
[Training] Itteration/Batch: 350/454: Loss: 2.10 | Accuracy: 0.74
[Training] Itteration/Batch: 375/454: Loss: 0.56 | Accuracy: 1.00
[Training] Itteration/Batch: 400/454: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch: 425/454: Loss: 0.74 | Accuracy: 0.91
[Training] Itteration/Batch: 450/454: Loss: 2.26 | Accuracy: 0.89

Epoch 3: Val Bin. F1 Majority 0.4426406919956207 | Val Macro F1 Majority 0.66545139427001 |             Val Bin F1 Individual 0.47871989011764526 | Val Macro F1 Individual 0.6793751332409946 |             Val Accuracy Majority 0.8138442039489746 | Val Accuracy Individual 0.8049502968788147 | Training Loss:1.0087039470672607 |             Val Loss 1.332255482673645 | Train Runtime Millis 35214.757041074336 | Val Runtime Millis 13695.388608146459

______________________________	 Running Epoch 4 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 1.08 | Accuracy: 0.89
[Training] Itteration/Batch:  25/454: Loss: 1.02 | Accuracy: 0.93
[Training] Itteration/Batch:  50/454: Loss: 0.81 | Accuracy: 0.91
[Training] Itteration/Batch:  75/454: Loss: 0.39 | Accuracy: 0.98
[Training] Itteration/Batch: 100/454: Loss: 0.57 | Accuracy: 0.90
[Training] Itteration/Batch: 125/454: Loss: 0.55 | Accuracy: 0.93
[Training] Itteration/Batch: 150/454: Loss: 0.97 | Accuracy: 0.89
[Training] Itteration/Batch: 175/454: Loss: 0.89 | Accuracy: 0.89
[Training] Itteration/Batch: 200/454: Loss: 0.97 | Accuracy: 0.88
[Training] Itteration/Batch: 225/454: Loss: 1.00 | Accuracy: 0.91
[Training] Itteration/Batch: 250/454: Loss: 0.75 | Accuracy: 0.89
[Training] Itteration/Batch: 275/454: Loss: 0.77 | Accuracy: 0.93
[Training] Itteration/Batch: 300/454: Loss: 0.48 | Accuracy: 0.98
[Training] Itteration/Batch: 325/454: Loss: 1.60 | Accuracy: 0.91
[Training] Itteration/Batch: 350/454: Loss: 0.57 | Accuracy: 0.93
[Training] Itteration/Batch: 375/454: Loss: 1.07 | Accuracy: 0.89
[Training] Itteration/Batch: 400/454: Loss: 0.95 | Accuracy: 0.83
[Training] Itteration/Batch: 425/454: Loss: 0.89 | Accuracy: 0.89
[Training] Itteration/Batch: 450/454: Loss: 0.45 | Accuracy: 0.98

Epoch 4: Val Bin. F1 Majority 0.4896661341190338 | Val Macro F1 Majority 0.7121046833706368 |             Val Bin F1 Individual 0.5048719644546509 | Val Macro F1 Individual 0.7134027929799911 |             Val Accuracy Majority 0.8839688897132874 | Val Accuracy Individual 0.8651317954063416 | Training Loss:0.8616558909416199 |             Val Loss 1.2997392416000366 | Train Runtime Millis 35414.99607800506 | Val Runtime Millis 13772.903237026185

______________________________	 Running Epoch 5 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 0.34 | Accuracy: 0.96
[Training] Itteration/Batch:  25/454: Loss: 0.96 | Accuracy: 0.86
[Training] Itteration/Batch:  50/454: Loss: 1.00 | Accuracy: 0.87
[Training] Itteration/Batch:  75/454: Loss: 0.71 | Accuracy: 0.98
[Training] Itteration/Batch: 100/454: Loss: 0.53 | Accuracy: 0.95
[Training] Itteration/Batch: 125/454: Loss: 1.22 | Accuracy: 0.87
[Training] Itteration/Batch: 150/454: Loss: 0.81 | Accuracy: 0.89
[Training] Itteration/Batch: 175/454: Loss: 0.64 | Accuracy: 0.89
[Training] Itteration/Batch: 200/454: Loss: 1.56 | Accuracy: 0.80
[Training] Itteration/Batch: 225/454: Loss: 0.95 | Accuracy: 0.89
[Training] Itteration/Batch: 250/454: Loss: 0.81 | Accuracy: 0.98
[Training] Itteration/Batch: 275/454: Loss: 0.72 | Accuracy: 0.91
[Training] Itteration/Batch: 300/454: Loss: 0.91 | Accuracy: 0.85
[Training] Itteration/Batch: 325/454: Loss: 0.54 | Accuracy: 0.93
[Training] Itteration/Batch: 350/454: Loss: 0.59 | Accuracy: 0.98
[Training] Itteration/Batch: 375/454: Loss: 0.46 | Accuracy: 0.96
[Training] Itteration/Batch: 400/454: Loss: 0.86 | Accuracy: 0.95
[Training] Itteration/Batch: 425/454: Loss: 0.47 | Accuracy: 0.93
[Training] Itteration/Batch: 450/454: Loss: 0.53 | Accuracy: 0.95

Epoch 5: Val Bin. F1 Majority 0.45757386088371277 | Val Macro F1 Majority 0.6832460293637197 |             Val Bin F1 Individual 0.4964459538459778 | Val Macro F1 Individual 0.6984743010188178 |             Val Accuracy Majority 0.8440267443656921 | Val Accuracy Individual 0.8338373899459839 | Training Loss:0.7444010376930237 |             Val Loss 1.3121892213821411 | Train Runtime Millis 34983.99799084291 | Val Runtime Millis 13938.797654118389

______________________________	 Running Epoch 6 of 10 	______________________________
[Training] Itteration/Batch:   0/454: Loss: 0.58 | Accuracy: 0.93
[Training] Itteration/Batch:  25/454: Loss: 0.44 | Accuracy: 0.95
[Training] Itteration/Batch:  50/454: Loss: 0.80 | Accuracy: 0.93
[Training] Itteration/Batch:  75/454: Loss: 0.67 | Accuracy: 0.90
[Training] Itteration/Batch: 100/454: Loss: 0.50 | Accuracy: 0.93
[Training] Itteration/Batch: 125/454: Loss: 0.80 | Accuracy: 0.91
[Training] Itteration/Batch: 150/454: Loss: 0.45 | Accuracy: 0.96
[Training] Itteration/Batch: 175/454: Loss: 0.65 | Accuracy: 0.95
[Training] Itteration/Batch: 200/454: Loss: 0.32 | Accuracy: 0.98
[Training] Itteration/Batch: 225/454: Loss: 0.97 | Accuracy: 0.89
[Training] Itteration/Batch: 250/454: Loss: 0.62 | Accuracy: 0.94
[Training] Itteration/Batch: 275/454: Loss: 0.52 | Accuracy: 0.93
[Training] Itteration/Batch: 300/454: Loss: 0.81 | Accuracy: 0.81
[Training] Itteration/Batch: 325/454: Loss: 0.63 | Accuracy: 0.91
[Training] Itteration/Batch: 350/454: Loss: 0.28 | Accuracy: 0.96
[Training] Itteration/Batch: 375/454: Loss: 0.57 | Accuracy: 0.93
[Training] Itteration/Batch: 400/454: Loss: 0.81 | Accuracy: 0.94
[Training] Itteration/Batch: 425/454: Loss: 0.33 | Accuracy: 0.96
[Training] Itteration/Batch: 450/454: Loss: 0.55 | Accuracy: 0.93

