______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 2.06 | Accuracy: 0.52
[Training] Itteration/Batch:  25/807: Loss: 3.29 | Accuracy: 0.42
[Training] Itteration/Batch:  50/807: Loss: 3.50 | Accuracy: 0.54
[Training] Itteration/Batch:  75/807: Loss: 2.40 | Accuracy: 0.59
[Training] Itteration/Batch: 100/807: Loss: 2.12 | Accuracy: 0.69
[Training] Itteration/Batch: 125/807: Loss: 1.73 | Accuracy: 0.76
[Training] Itteration/Batch: 150/807: Loss: 2.01 | Accuracy: 0.72
[Training] Itteration/Batch: 175/807: Loss: 2.31 | Accuracy: 0.84
[Training] Itteration/Batch: 200/807: Loss: 3.06 | Accuracy: 0.69
[Training] Itteration/Batch: 225/807: Loss: 2.21 | Accuracy: 0.82
[Training] Itteration/Batch: 250/807: Loss: 1.96 | Accuracy: 0.87
[Training] Itteration/Batch: 275/807: Loss: 3.76 | Accuracy: 0.80
[Training] Itteration/Batch: 300/807: Loss: 2.49 | Accuracy: 0.88
[Training] Itteration/Batch: 325/807: Loss: 3.16 | Accuracy: 0.89
[Training] Itteration/Batch: 350/807: Loss: 2.50 | Accuracy: 0.86
[Training] Itteration/Batch: 375/807: Loss: 2.49 | Accuracy: 0.95
[Training] Itteration/Batch: 400/807: Loss: 2.02 | Accuracy: 0.95
[Training] Itteration/Batch: 425/807: Loss: 2.91 | Accuracy: 0.91
[Training] Itteration/Batch: 450/807: Loss: 2.95 | Accuracy: 0.92
[Training] Itteration/Batch: 475/807: Loss: 3.52 | Accuracy: 0.90
[Training] Itteration/Batch: 500/807: Loss: 1.92 | Accuracy: 0.99
[Training] Itteration/Batch: 525/807: Loss: 4.41 | Accuracy: 0.91
[Training] Itteration/Batch: 550/807: Loss: 3.67 | Accuracy: 0.92
[Training] Itteration/Batch: 575/807: Loss: 1.79 | Accuracy: 0.96
[Training] Itteration/Batch: 600/807: Loss: 2.20 | Accuracy: 0.95
[Training] Itteration/Batch: 625/807: Loss: 2.74 | Accuracy: 0.91
[Training] Itteration/Batch: 650/807: Loss: 2.16 | Accuracy: 0.95
[Training] Itteration/Batch: 675/807: Loss: 1.22 | Accuracy: 1.00
[Training] Itteration/Batch: 700/807: Loss: 3.02 | Accuracy: 0.94
[Training] Itteration/Batch: 725/807: Loss: 1.52 | Accuracy: 0.98
[Training] Itteration/Batch: 750/807: Loss: 4.49 | Accuracy: 0.86
[Training] Itteration/Batch: 775/807: Loss: 1.36 | Accuracy: 0.98
[Training] Itteration/Batch: 800/807: Loss: 1.70 | Accuracy: 0.97

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49364379013586124 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.490901106849032 |             Val Accuracy Majority 0.9748942852020264 | Val Accuracy Individual 0.9642549157142639 | Training Loss:2.3293211460113525 |             Val Loss 1.9085313081741333 | Train Runtime Millis 88362.60560299706 | Val Runtime Millis 43879.733622998174

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 1.87 | Accuracy: 0.96
[Training] Itteration/Batch:  25/807: Loss: 1.82 | Accuracy: 0.97
[Training] Itteration/Batch:  50/807: Loss: 1.79 | Accuracy: 0.96
[Training] Itteration/Batch:  75/807: Loss: 1.30 | Accuracy: 0.98
[Training] Itteration/Batch: 100/807: Loss: 3.41 | Accuracy: 0.90
[Training] Itteration/Batch: 125/807: Loss: 2.91 | Accuracy: 0.93
[Training] Itteration/Batch: 150/807: Loss: 1.07 | Accuracy: 1.00
[Training] Itteration/Batch: 175/807: Loss: 3.79 | Accuracy: 0.92
[Training] Itteration/Batch: 200/807: Loss: 2.45 | Accuracy: 0.91
[Training] Itteration/Batch: 225/807: Loss: 2.08 | Accuracy: 0.93
[Training] Itteration/Batch: 250/807: Loss: 1.40 | Accuracy: 0.97
[Training] Itteration/Batch: 275/807: Loss: 3.87 | Accuracy: 0.74
[Training] Itteration/Batch: 300/807: Loss: 2.06 | Accuracy: 0.95
[Training] Itteration/Batch: 325/807: Loss: 3.74 | Accuracy: 0.91
[Training] Itteration/Batch: 350/807: Loss: 2.09 | Accuracy: 0.95
[Training] Itteration/Batch: 375/807: Loss: 2.63 | Accuracy: 0.89
[Training] Itteration/Batch: 400/807: Loss: 1.75 | Accuracy: 0.96
[Training] Itteration/Batch: 425/807: Loss: 1.88 | Accuracy: 0.97
[Training] Itteration/Batch: 450/807: Loss: 1.41 | Accuracy: 1.00
[Training] Itteration/Batch: 475/807: Loss: 2.48 | Accuracy: 0.89
[Training] Itteration/Batch: 500/807: Loss: 1.79 | Accuracy: 0.95
[Training] Itteration/Batch: 525/807: Loss: 0.88 | Accuracy: 1.00
[Training] Itteration/Batch: 550/807: Loss: 1.17 | Accuracy: 0.98
[Training] Itteration/Batch: 575/807: Loss: 1.83 | Accuracy: 0.89
[Training] Itteration/Batch: 600/807: Loss: 2.23 | Accuracy: 0.90
[Training] Itteration/Batch: 625/807: Loss: 0.98 | Accuracy: 0.97
[Training] Itteration/Batch: 650/807: Loss: 2.58 | Accuracy: 0.88
[Training] Itteration/Batch: 675/807: Loss: 1.17 | Accuracy: 0.98
[Training] Itteration/Batch: 700/807: Loss: 0.84 | Accuracy: 1.00
[Training] Itteration/Batch: 725/807: Loss: 1.02 | Accuracy: 0.91
[Training] Itteration/Batch: 750/807: Loss: 0.87 | Accuracy: 1.00
[Training] Itteration/Batch: 775/807: Loss: 1.08 | Accuracy: 0.98
[Training] Itteration/Batch: 800/807: Loss: 2.00 | Accuracy: 0.97

Epoch 2: Val Bin. F1 Majority 0.2857142984867096 | Val Macro F1 Majority 0.6139473228440868 |             Val Bin F1 Individual 0.2954472005367279 | Val Macro F1 Individual 0.6176858842614534 |             Val Accuracy Majority 0.8930204510688782 | Val Accuracy Individual 0.889289140701294 | Training Loss:1.8542351722717285 |             Val Loss 1.5038247108459473 | Train Runtime Millis 88500.46276999637 | Val Runtime Millis 43894.88542100298

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 2.05 | Accuracy: 0.91
[Training] Itteration/Batch:  25/807: Loss: 1.11 | Accuracy: 0.93
[Training] Itteration/Batch:  50/807: Loss: 1.27 | Accuracy: 0.98
[Training] Itteration/Batch:  75/807: Loss: 1.30 | Accuracy: 0.79
[Training] Itteration/Batch: 100/807: Loss: 0.72 | Accuracy: 1.00
[Training] Itteration/Batch: 125/807: Loss: 0.72 | Accuracy: 1.00
[Training] Itteration/Batch: 150/807: Loss: 1.19 | Accuracy: 0.98
[Training] Itteration/Batch: 175/807: Loss: 2.06 | Accuracy: 0.97
[Training] Itteration/Batch: 200/807: Loss: 1.84 | Accuracy: 0.95
[Training] Itteration/Batch: 225/807: Loss: 0.97 | Accuracy: 0.96
[Training] Itteration/Batch: 250/807: Loss: 2.10 | Accuracy: 0.91
[Training] Itteration/Batch: 275/807: Loss: 2.61 | Accuracy: 0.83
[Training] Itteration/Batch: 300/807: Loss: 1.23 | Accuracy: 0.98
[Training] Itteration/Batch: 325/807: Loss: 2.15 | Accuracy: 0.95
[Training] Itteration/Batch: 350/807: Loss: 1.18 | Accuracy: 0.88
[Training] Itteration/Batch: 375/807: Loss: 1.47 | Accuracy: 0.85
[Training] Itteration/Batch: 400/807: Loss: 1.34 | Accuracy: 0.93
[Training] Itteration/Batch: 425/807: Loss: 1.29 | Accuracy: 0.87
[Training] Itteration/Batch: 450/807: Loss: 1.45 | Accuracy: 0.97
[Training] Itteration/Batch: 475/807: Loss: 0.68 | Accuracy: 1.00
[Training] Itteration/Batch: 500/807: Loss: 0.51 | Accuracy: 1.00
[Training] Itteration/Batch: 525/807: Loss: 1.45 | Accuracy: 0.88
[Training] Itteration/Batch: 550/807: Loss: 1.34 | Accuracy: 0.88
