______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/727: Loss: 1.06 | Accuracy: 0.94
[Training] Itteration/Batch:  25/727: Loss: 1.22 | Accuracy: 0.94
[Training] Itteration/Batch:  50/727: Loss: 2.11 | Accuracy: 0.88
[Training] Itteration/Batch:  75/727: Loss: 0.31 | Accuracy: 1.00
[Training] Itteration/Batch: 100/727: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 125/727: Loss: 1.05 | Accuracy: 0.94
[Training] Itteration/Batch: 150/727: Loss: 1.08 | Accuracy: 0.94
[Training] Itteration/Batch: 175/727: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 200/727: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 225/727: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 250/727: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 275/727: Loss: 1.14 | Accuracy: 0.94
[Training] Itteration/Batch: 300/727: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 325/727: Loss: 0.95 | Accuracy: 0.94
[Training] Itteration/Batch: 350/727: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 375/727: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 400/727: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 425/727: Loss: 1.01 | Accuracy: 0.94
[Training] Itteration/Batch: 450/727: Loss: 0.47 | Accuracy: 0.94
[Training] Itteration/Batch: 475/727: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 500/727: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 525/727: Loss: 0.27 | Accuracy: 0.94
[Training] Itteration/Batch: 550/727: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 575/727: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 600/727: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 625/727: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 650/727: Loss: 0.43 | Accuracy: 0.94
[Training] Itteration/Batch: 675/727: Loss: 0.55 | Accuracy: 0.94
[Training] Itteration/Batch: 700/727: Loss: 1.59 | Accuracy: 0.94
[Training] Itteration/Batch: 725/727: Loss: 0.74 | Accuracy: 0.88

Epoch 1: Val Bin. F1 Majority 0.42700156569480896 | Val Macro F1 Majority 0.7054058636607824 |             Val Bin F1 Individual 0.35895371437072754 | Val Macro F1 Individual 0.6689721330502036 |             Val Accuracy Majority 0.9685100317001343 | Val Accuracy Individual 0.9593145251274109 | Training Loss:0.4586274027824402 |             Val Loss 0.305292010307312 | Train Runtime Millis 45557.79638601234 | Val Runtime Millis 20703.535890992498

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/727: Loss: 0.42 | Accuracy: 0.94
[Training] Itteration/Batch:  25/727: Loss: 0.38 | Accuracy: 0.94
[Training] Itteration/Batch:  50/727: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch:  75/727: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 100/727: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 125/727: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 150/727: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 175/727: Loss: 1.02 | Accuracy: 0.94
[Training] Itteration/Batch: 200/727: Loss: 0.40 | Accuracy: 0.88
[Training] Itteration/Batch: 225/727: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 250/727: Loss: 1.62 | Accuracy: 0.88
[Training] Itteration/Batch: 275/727: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 300/727: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 325/727: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 350/727: Loss: 1.80 | Accuracy: 0.94
[Training] Itteration/Batch: 375/727: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 400/727: Loss: 1.07 | Accuracy: 0.94
[Training] Itteration/Batch: 425/727: Loss: 0.23 | Accuracy: 0.88
[Training] Itteration/Batch: 450/727: Loss: 0.28 | Accuracy: 0.94
[Training] Itteration/Batch: 475/727: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 500/727: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 525/727: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 550/727: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 575/727: Loss: 0.31 | Accuracy: 0.88
[Training] Itteration/Batch: 600/727: Loss: 0.11 | Accuracy: 0.94
[Training] Itteration/Batch: 625/727: Loss: 0.33 | Accuracy: 0.75
[Training] Itteration/Batch: 650/727: Loss: 0.29 | Accuracy: 0.88
[Training] Itteration/Batch: 675/727: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 700/727: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 725/727: Loss: 0.18 | Accuracy: 0.88

Epoch 2: Val Bin. F1 Majority 0.46536412835121155 | Val Macro F1 Majority 0.7260283621724517 |             Val Bin F1 Individual 0.3762909770011902 | Val Macro F1 Individual 0.6790170582912226 |             Val Accuracy Majority 0.9740315675735474 | Val Accuracy Individual 0.9645246863365173 | Training Loss:0.22052110731601715 |             Val Loss 0.2985539436340332 | Train Runtime Millis 45528.3489759895 | Val Runtime Millis 20948.735979007324

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/727: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch:  25/727: Loss: 0.89 | Accuracy: 0.94
[Training] Itteration/Batch:  50/727: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch:  75/727: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 100/727: Loss: 0.08 | Accuracy: 0.94
[Training] Itteration/Batch: 125/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 150/727: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 175/727: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 200/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 225/727: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 250/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 275/727: Loss: 0.26 | Accuracy: 0.94
[Training] Itteration/Batch: 300/727: Loss: 0.15 | Accuracy: 0.88
[Training] Itteration/Batch: 325/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 350/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 375/727: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 400/727: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 425/727: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 450/727: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 475/727: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 500/727: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 525/727: Loss: 0.30 | Accuracy: 0.88
[Training] Itteration/Batch: 550/727: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 575/727: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch: 600/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 625/727: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 650/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 675/727: Loss: 0.24 | Accuracy: 0.88
[Training] Itteration/Batch: 700/727: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 725/727: Loss: 1.26 | Accuracy: 0.88

Epoch 3: Val Bin. F1 Majority 0.4264507293701172 | Val Macro F1 Majority 0.7037560961323623 |             Val Bin F1 Individual 0.37271448969841003 | Val Macro F1 Individual 0.6745370376582912 |             Val Accuracy Majority 0.9633336067199707 | Val Accuracy Individual 0.9544363021850586 | Training Loss:0.10096855461597443 |             Val Loss 0.3897241950035095 | Train Runtime Millis 45648.137395997765 | Val Runtime Millis 20944.146610010648

______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/1439: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch:  25/1439: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch:  50/1439: Loss: 0.31 | Accuracy: 1.00
[Training] Itteration/Batch:  75/1439: Loss: 0.86 | Accuracy: 0.94
[Training] Itteration/Batch: 100/1439: Loss: 0.80 | Accuracy: 0.94
[Training] Itteration/Batch: 125/1439: Loss: 1.30 | Accuracy: 0.88
[Training] Itteration/Batch: 150/1439: Loss: 1.82 | Accuracy: 0.81
[Training] Itteration/Batch: 175/1439: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 200/1439: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 225/1439: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 250/1439: Loss: 0.81 | Accuracy: 0.94
[Training] Itteration/Batch: 275/1439: Loss: 2.18 | Accuracy: 0.81
[Training] Itteration/Batch: 300/1439: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 325/1439: Loss: 0.62 | Accuracy: 0.94
[Training] Itteration/Batch: 350/1439: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 375/1439: Loss: 1.44 | Accuracy: 0.88
[Training] Itteration/Batch: 400/1439: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 425/1439: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 450/1439: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 475/1439: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 500/1439: Loss: 0.89 | Accuracy: 0.88
[Training] Itteration/Batch: 525/1439: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 550/1439: Loss: 0.23 | Accuracy: 0.94
[Training] Itteration/Batch: 575/1439: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 600/1439: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 625/1439: Loss: 0.91 | Accuracy: 0.94
[Training] Itteration/Batch: 650/1439: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 675/1439: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 700/1439: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 725/1439: Loss: 0.29 | Accuracy: 0.94
[Training] Itteration/Batch: 750/1439: Loss: 1.04 | Accuracy: 0.88
[Training] Itteration/Batch: 775/1439: Loss: 0.34 | Accuracy: 0.88
[Training] Itteration/Batch: 800/1439: Loss: 0.36 | Accuracy: 0.88
[Training] Itteration/Batch: 825/1439: Loss: 0.43 | Accuracy: 0.88
[Training] Itteration/Batch: 850/1439: Loss: 0.43 | Accuracy: 0.81
[Training] Itteration/Batch: 875/1439: Loss: 0.26 | Accuracy: 0.81
[Training] Itteration/Batch: 900/1439: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 925/1439: Loss: 0.18 | Accuracy: 1.00
