______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/475: Loss: 0.69 | Accuracy: 0.69
[Training] Itteration/Batch:  25/475: Loss: 0.66 | Accuracy: 0.75
[Training] Itteration/Batch:  50/475: Loss: 0.69 | Accuracy: 0.69
[Training] Itteration/Batch:  75/475: Loss: 0.67 | Accuracy: 0.69
[Training] Itteration/Batch: 100/475: Loss: 0.60 | Accuracy: 0.81
[Training] Itteration/Batch: 125/475: Loss: 0.53 | Accuracy: 0.88
[Training] Itteration/Batch: 150/475: Loss: 0.61 | Accuracy: 0.75
[Training] Itteration/Batch: 175/475: Loss: 0.66 | Accuracy: 0.69
[Training] Itteration/Batch: 200/475: Loss: 0.56 | Accuracy: 0.81
[Training] Itteration/Batch: 225/475: Loss: 0.57 | Accuracy: 0.81
[Training] Itteration/Batch: 250/475: Loss: 0.66 | Accuracy: 0.69
[Training] Itteration/Batch: 275/475: Loss: 0.63 | Accuracy: 0.62
[Training] Itteration/Batch: 300/475: Loss: 0.75 | Accuracy: 0.62
[Training] Itteration/Batch: 325/475: Loss: 0.56 | Accuracy: 0.81
[Training] Itteration/Batch: 350/475: Loss: 0.66 | Accuracy: 0.81
[Training] Itteration/Batch: 375/475: Loss: 0.60 | Accuracy: 0.75
[Training] Itteration/Batch: 400/475: Loss: 0.49 | Accuracy: 0.88
[Training] Itteration/Batch: 425/475: Loss: 0.65 | Accuracy: 0.69
[Training] Itteration/Batch: 450/475: Loss: 0.59 | Accuracy: 0.75

Epoch 1: Val Bin. F1 Majority 0.08888889104127884 | Val Macro F1 Majority 0.4575391217878264 |             Val Bin F1 Individual 0.08866994827985764 | Val Macro F1 Individual 0.4603814447831448 |             Val Accuracy Majority 0.7080696225166321 | Val Accuracy Individual 0.7164316177368164 | Training Loss:0.6678692698478699 |             Val Loss 0.6543897986412048 | Train Runtime Millis 34884.9031010177 | Val Runtime Millis 5919.741788995452

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/475: Loss: 0.71 | Accuracy: 0.56
[Training] Itteration/Batch:  25/475: Loss: 0.61 | Accuracy: 0.75
[Training] Itteration/Batch:  50/475: Loss: 0.66 | Accuracy: 0.56
[Training] Itteration/Batch:  75/475: Loss: 0.79 | Accuracy: 0.62
[Training] Itteration/Batch: 100/475: Loss: 0.67 | Accuracy: 0.56
[Training] Itteration/Batch: 125/475: Loss: 0.77 | Accuracy: 0.38
[Training] Itteration/Batch: 150/475: Loss: 0.42 | Accuracy: 0.88
[Training] Itteration/Batch: 175/475: Loss: 0.69 | Accuracy: 0.69
[Training] Itteration/Batch: 200/475: Loss: 0.62 | Accuracy: 0.69
[Training] Itteration/Batch: 225/475: Loss: 0.70 | Accuracy: 0.62
[Training] Itteration/Batch: 250/475: Loss: 0.61 | Accuracy: 0.69
[Training] Itteration/Batch: 275/475: Loss: 0.69 | Accuracy: 0.75
[Training] Itteration/Batch: 300/475: Loss: 0.49 | Accuracy: 0.81
[Training] Itteration/Batch: 325/475: Loss: 0.84 | Accuracy: 0.44
[Training] Itteration/Batch: 350/475: Loss: 0.79 | Accuracy: 0.62
[Training] Itteration/Batch: 375/475: Loss: 0.70 | Accuracy: 0.31
[Training] Itteration/Batch: 400/475: Loss: 0.62 | Accuracy: 0.62
[Training] Itteration/Batch: 425/475: Loss: 0.64 | Accuracy: 0.56
[Training] Itteration/Batch: 450/475: Loss: 0.61 | Accuracy: 0.69

