______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/676: Loss: 3.80 | Accuracy: 0.53
[Training] Itteration/Batch:  25/676: Loss: 2.93 | Accuracy: 0.51
[Training] Itteration/Batch:  50/676: Loss: 5.03 | Accuracy: 0.47
[Training] Itteration/Batch:  75/676: Loss: 2.40 | Accuracy: 0.66
[Training] Itteration/Batch: 100/676: Loss: 1.53 | Accuracy: 0.50
[Training] Itteration/Batch: 125/676: Loss: 4.87 | Accuracy: 0.41
[Training] Itteration/Batch: 150/676: Loss: 3.67 | Accuracy: 0.43
[Training] Itteration/Batch: 175/676: Loss: 2.79 | Accuracy: 0.59
[Training] Itteration/Batch: 200/676: Loss: 3.13 | Accuracy: 0.51
[Training] Itteration/Batch: 225/676: Loss: 3.05 | Accuracy: 0.65
[Training] Itteration/Batch: 250/676: Loss: 5.19 | Accuracy: 0.52
[Training] Itteration/Batch: 275/676: Loss: 1.71 | Accuracy: 0.60
[Training] Itteration/Batch: 300/676: Loss: 1.93 | Accuracy: 0.63
[Training] Itteration/Batch: 325/676: Loss: 4.71 | Accuracy: 0.59
[Training] Itteration/Batch: 350/676: Loss: 3.19 | Accuracy: 0.64
[Training] Itteration/Batch: 375/676: Loss: 4.57 | Accuracy: 0.62
[Training] Itteration/Batch: 400/676: Loss: 2.99 | Accuracy: 0.58
[Training] Itteration/Batch: 425/676: Loss: 3.95 | Accuracy: 0.56
[Training] Itteration/Batch: 450/676: Loss: 1.87 | Accuracy: 0.52
[Training] Itteration/Batch: 475/676: Loss: 2.74 | Accuracy: 0.68
[Training] Itteration/Batch: 500/676: Loss: 6.20 | Accuracy: 0.70
[Training] Itteration/Batch: 525/676: Loss: 4.15 | Accuracy: 0.52
[Training] Itteration/Batch: 550/676: Loss: 6.33 | Accuracy: 0.47
[Training] Itteration/Batch: 575/676: Loss: 3.35 | Accuracy: 0.55
[Training] Itteration/Batch: 600/676: Loss: 2.27 | Accuracy: 0.60
[Training] Itteration/Batch: 625/676: Loss: 2.79 | Accuracy: 0.75
[Training] Itteration/Batch: 650/676: Loss: 1.83 | Accuracy: 0.75
[Training] Itteration/Batch: 675/676: Loss: 1.22 | Accuracy: 0.50

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.41620745542949755 |             Val Bin F1 Individual 0.32088619470596313 | Val Macro F1 Individual 0.534773584497065 |             Val Accuracy Majority 0.7129372358322144 | Val Accuracy Individual 0.6331080794334412 | Training Loss:3.9615957736968994 |             Val Loss 4.001678943634033 | Train Runtime Millis 773549.1866620141 | Val Runtime Millis 181634.49571098317

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/676: Loss: 3.01 | Accuracy: 0.52
[Training] Itteration/Batch:  25/676: Loss: 9.01 | Accuracy: 0.43
[Training] Itteration/Batch:  50/676: Loss: 3.80 | Accuracy: 0.62
