______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/372: Loss: 0.44 | Accuracy: 0.88
[Training] Itteration/Batch:  25/372: Loss: 0.95 | Accuracy: 0.94
[Training] Itteration/Batch:  50/372: Loss: 0.96 | Accuracy: 0.94
[Training] Itteration/Batch:  75/372: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 100/372: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 125/372: Loss: 0.97 | Accuracy: 0.94
[Training] Itteration/Batch: 150/372: Loss: 1.48 | Accuracy: 0.88
[Training] Itteration/Batch: 175/372: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 200/372: Loss: 0.80 | Accuracy: 0.94
[Training] Itteration/Batch: 225/372: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 250/372: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 275/372: Loss: 1.04 | Accuracy: 0.94
[Training] Itteration/Batch: 300/372: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 325/372: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 350/372: Loss: 0.20 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.3925233781337738 | Val Macro F1 Majority 0.6877738264059575 |             Val Bin F1 Individual 0.28930819034576416 | Val Macro F1 Individual 0.6323794845308707 |             Val Accuracy Majority 0.9669715166091919 | Val Accuracy Individual 0.952540934085846 | Training Loss:0.4937589168548584 |             Val Loss 0.3262619376182556 | Train Runtime Millis 28542.400390625 | Val Runtime Millis 4393.62158203125

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/372: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch:  25/372: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch:  50/372: Loss: 0.23 | Accuracy: 0.94
[Training] Itteration/Batch:  75/372: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 100/372: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 125/372: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 150/372: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 175/372: Loss: 0.51 | Accuracy: 0.88
[Training] Itteration/Batch: 200/372: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 225/372: Loss: 0.69 | Accuracy: 0.88
[Training] Itteration/Batch: 250/372: Loss: 0.17 | Accuracy: 0.94
[Training] Itteration/Batch: 275/372: Loss: 0.20 | Accuracy: 0.88
[Training] Itteration/Batch: 300/372: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 325/372: Loss: 0.10 | Accuracy: 0.94
[Training] Itteration/Batch: 350/372: Loss: 0.17 | Accuracy: 0.88

Epoch 2: Val Bin. F1 Majority 0.38823530077934265 | Val Macro F1 Majority 0.6803098934741183 |             Val Bin F1 Individual 0.3402489721775055 | Val Macro F1 Individual 0.6525398761519547 |             Val Accuracy Majority 0.9471544623374939 | Val Accuracy Individual 0.9332213401794434 | Training Loss:0.22718773782253265 |             Val Loss 0.34097856283187866 | Train Runtime Millis 28537.111328125 | Val Runtime Millis 4401.02392578125

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/372: Loss: 0.18 | Accuracy: 0.94
[Training] Itteration/Batch:  25/372: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch:  50/372: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch:  75/372: Loss: 0.26 | Accuracy: 0.94
[Training] Itteration/Batch: 100/372: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 125/372: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 150/372: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 175/372: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 200/372: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 225/372: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 250/372: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 275/372: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 300/372: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 325/372: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 350/372: Loss: 0.11 | Accuracy: 1.00

Epoch 3: Val Bin. F1 Majority 0.3717948794364929 | Val Macro F1 Majority 0.672934472934473 |             Val Bin F1 Individual 0.3243243098258972 | Val Macro F1 Individual 0.645642338373616 |             Val Accuracy Majority 0.9502032399177551 | Val Accuracy Individual 0.9370012879371643 | Training Loss:0.12492553144693375 |             Val Loss 0.3683747351169586 | Train Runtime Millis 28691.07421875 | Val Runtime Millis 4407.5908203125

