______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 2.34 | Accuracy: 0.52
[Training] Itteration/Batch:  25/807: Loss: 3.60 | Accuracy: 0.45
[Training] Itteration/Batch:  50/807: Loss: 2.45 | Accuracy: 0.62
[Training] Itteration/Batch:  75/807: Loss: 1.72 | Accuracy: 0.57
[Training] Itteration/Batch: 100/807: Loss: 2.11 | Accuracy: 0.74
[Training] Itteration/Batch: 125/807: Loss: 1.94 | Accuracy: 0.76
[Training] Itteration/Batch: 150/807: Loss: 2.05 | Accuracy: 0.78
[Training] Itteration/Batch: 175/807: Loss: 2.58 | Accuracy: 0.86
[Training] Itteration/Batch: 200/807: Loss: 1.90 | Accuracy: 0.82
[Training] Itteration/Batch: 225/807: Loss: 3.13 | Accuracy: 0.83
[Training] Itteration/Batch: 250/807: Loss: 2.74 | Accuracy: 0.90
[Training] Itteration/Batch: 275/807: Loss: 3.16 | Accuracy: 0.92
[Training] Itteration/Batch: 300/807: Loss: 1.62 | Accuracy: 0.95
[Training] Itteration/Batch: 325/807: Loss: 1.37 | Accuracy: 0.98
[Training] Itteration/Batch: 350/807: Loss: 3.16 | Accuracy: 0.90
[Training] Itteration/Batch: 375/807: Loss: 2.91 | Accuracy: 0.91
[Training] Itteration/Batch: 400/807: Loss: 4.48 | Accuracy: 0.90
[Training] Itteration/Batch: 425/807: Loss: 2.93 | Accuracy: 0.96
[Training] Itteration/Batch: 450/807: Loss: 2.09 | Accuracy: 0.97
[Training] Itteration/Batch: 475/807: Loss: 1.64 | Accuracy: 0.98
[Training] Itteration/Batch: 500/807: Loss: 1.71 | Accuracy: 0.99
[Training] Itteration/Batch: 525/807: Loss: 1.33 | Accuracy: 1.00
[Training] Itteration/Batch: 550/807: Loss: 1.66 | Accuracy: 0.96
[Training] Itteration/Batch: 575/807: Loss: 1.46 | Accuracy: 0.98
[Training] Itteration/Batch: 600/807: Loss: 1.31 | Accuracy: 1.00
[Training] Itteration/Batch: 625/807: Loss: 1.15 | Accuracy: 1.00
[Training] Itteration/Batch: 650/807: Loss: 1.50 | Accuracy: 0.98
[Training] Itteration/Batch: 675/807: Loss: 2.47 | Accuracy: 0.95
[Training] Itteration/Batch: 700/807: Loss: 2.21 | Accuracy: 0.94
[Training] Itteration/Batch: 725/807: Loss: 3.80 | Accuracy: 0.95
[Training] Itteration/Batch: 750/807: Loss: 1.13 | Accuracy: 1.00
[Training] Itteration/Batch: 775/807: Loss: 0.98 | Accuracy: 1.00
[Training] Itteration/Batch: 800/807: Loss: 1.56 | Accuracy: 0.98

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49311234530108894 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.4901042609887978 |             Val Accuracy Majority 0.9728237390518188 | Val Accuracy Individual 0.9611852169036865 | Training Loss:2.2883665561676025 |             Val Loss 1.9408886432647705 | Train Runtime Millis 97505.06149907596 | Val Runtime Millis 43421.77244601771

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 1.84 | Accuracy: 0.96
[Training] Itteration/Batch:  25/807: Loss: 4.69 | Accuracy: 0.90
[Training] Itteration/Batch:  50/807: Loss: 1.95 | Accuracy: 0.94
[Training] Itteration/Batch:  75/807: Loss: 2.25 | Accuracy: 0.95
[Training] Itteration/Batch: 100/807: Loss: 1.60 | Accuracy: 0.98
[Training] Itteration/Batch: 125/807: Loss: 2.43 | Accuracy: 0.95
[Training] Itteration/Batch: 150/807: Loss: 1.10 | Accuracy: 1.00
[Training] Itteration/Batch: 175/807: Loss: 3.01 | Accuracy: 0.93
[Training] Itteration/Batch: 200/807: Loss: 1.11 | Accuracy: 1.00
[Training] Itteration/Batch: 225/807: Loss: 1.97 | Accuracy: 0.99
[Training] Itteration/Batch: 250/807: Loss: 2.67 | Accuracy: 0.90
[Training] Itteration/Batch: 275/807: Loss: 2.13 | Accuracy: 0.95
[Training] Itteration/Batch: 300/807: Loss: 1.83 | Accuracy: 0.97
[Training] Itteration/Batch: 325/807: Loss: 1.50 | Accuracy: 0.97
[Training] Itteration/Batch: 350/807: Loss: 1.29 | Accuracy: 0.98
[Training] Itteration/Batch: 375/807: Loss: 1.81 | Accuracy: 0.97
[Training] Itteration/Batch: 400/807: Loss: 1.79 | Accuracy: 0.94
[Training] Itteration/Batch: 425/807: Loss: 2.34 | Accuracy: 0.95
[Training] Itteration/Batch: 450/807: Loss: 2.00 | Accuracy: 0.95
[Training] Itteration/Batch: 475/807: Loss: 1.86 | Accuracy: 0.97
[Training] Itteration/Batch: 500/807: Loss: 1.64 | Accuracy: 0.95
[Training] Itteration/Batch: 525/807: Loss: 1.41 | Accuracy: 0.92
[Training] Itteration/Batch: 550/807: Loss: 2.05 | Accuracy: 0.98
[Training] Itteration/Batch: 575/807: Loss: 1.74 | Accuracy: 0.96
[Training] Itteration/Batch: 600/807: Loss: 3.11 | Accuracy: 0.95
[Training] Itteration/Batch: 625/807: Loss: 1.15 | Accuracy: 0.95
[Training] Itteration/Batch: 650/807: Loss: 1.77 | Accuracy: 0.93
[Training] Itteration/Batch: 675/807: Loss: 1.01 | Accuracy: 0.95
[Training] Itteration/Batch: 700/807: Loss: 1.89 | Accuracy: 0.95
[Training] Itteration/Batch: 725/807: Loss: 2.04 | Accuracy: 0.95
[Training] Itteration/Batch: 750/807: Loss: 2.53 | Accuracy: 0.95
[Training] Itteration/Batch: 775/807: Loss: 0.81 | Accuracy: 1.00
[Training] Itteration/Batch: 800/807: Loss: 2.16 | Accuracy: 0.95

Epoch 2: Val Bin. F1 Majority 0.34521880745887756 | Val Macro F1 Majority 0.654202256165228 |             Val Bin F1 Individual 0.3370402157306671 | Val Macro F1 Individual 0.647619347527783 |             Val Accuracy Majority 0.9302907586097717 | Val Accuracy Individual 0.9213557243347168 | Training Loss:1.9265332221984863 |             Val Loss 1.602168083190918 | Train Runtime Millis 98041.88978800084 | Val Runtime Millis 43604.70251599327

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 1.19 | Accuracy: 0.97
[Training] Itteration/Batch:  25/807: Loss: 4.29 | Accuracy: 0.87
[Training] Itteration/Batch:  50/807: Loss: 1.62 | Accuracy: 0.97
[Training] Itteration/Batch:  75/807: Loss: 1.13 | Accuracy: 1.00
[Training] Itteration/Batch: 100/807: Loss: 1.05 | Accuracy: 0.95
[Training] Itteration/Batch: 125/807: Loss: 2.19 | Accuracy: 0.93
[Training] Itteration/Batch: 150/807: Loss: 1.62 | Accuracy: 0.85
[Training] Itteration/Batch: 175/807: Loss: 1.98 | Accuracy: 0.89
[Training] Itteration/Batch: 200/807: Loss: 2.38 | Accuracy: 0.96
[Training] Itteration/Batch: 225/807: Loss: 2.19 | Accuracy: 0.95
[Training] Itteration/Batch: 250/807: Loss: 0.84 | Accuracy: 0.95
[Training] Itteration/Batch: 275/807: Loss: 2.26 | Accuracy: 0.89
[Training] Itteration/Batch: 300/807: Loss: 2.73 | Accuracy: 0.86
[Training] Itteration/Batch: 325/807: Loss: 1.99 | Accuracy: 0.98
[Training] Itteration/Batch: 350/807: Loss: 1.89 | Accuracy: 0.92
[Training] Itteration/Batch: 375/807: Loss: 0.91 | Accuracy: 0.98
[Training] Itteration/Batch: 400/807: Loss: 0.84 | Accuracy: 0.98
[Training] Itteration/Batch: 425/807: Loss: 2.35 | Accuracy: 0.93
[Training] Itteration/Batch: 450/807: Loss: 1.82 | Accuracy: 0.89
[Training] Itteration/Batch: 475/807: Loss: 1.14 | Accuracy: 0.97
[Training] Itteration/Batch: 500/807: Loss: 2.27 | Accuracy: 0.94
[Training] Itteration/Batch: 525/807: Loss: 0.63 | Accuracy: 1.00
[Training] Itteration/Batch: 550/807: Loss: 1.83 | Accuracy: 0.95
[Training] Itteration/Batch: 575/807: Loss: 1.36 | Accuracy: 0.91
[Training] Itteration/Batch: 600/807: Loss: 1.96 | Accuracy: 0.87
[Training] Itteration/Batch: 625/807: Loss: 0.76 | Accuracy: 0.98
[Training] Itteration/Batch: 650/807: Loss: 2.23 | Accuracy: 0.90
[Training] Itteration/Batch: 675/807: Loss: 1.68 | Accuracy: 0.92
