______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/550: Loss: 0.68 | Accuracy: 0.75
[Training] Itteration/Batch:  25/550: Loss: 0.74 | Accuracy: 0.62
[Training] Itteration/Batch:  50/550: Loss: 0.67 | Accuracy: 0.56
[Training] Itteration/Batch:  75/550: Loss: 0.84 | Accuracy: 0.50
[Training] Itteration/Batch: 100/550: Loss: 0.62 | Accuracy: 0.75
[Training] Itteration/Batch: 125/550: Loss: 0.56 | Accuracy: 0.81
[Training] Itteration/Batch: 150/550: Loss: 0.76 | Accuracy: 0.62
[Training] Itteration/Batch: 175/550: Loss: 0.54 | Accuracy: 0.81
[Training] Itteration/Batch: 200/550: Loss: 0.60 | Accuracy: 0.75
[Training] Itteration/Batch: 225/550: Loss: 0.62 | Accuracy: 0.81
[Training] Itteration/Batch: 250/550: Loss: 0.65 | Accuracy: 0.75
[Training] Itteration/Batch: 275/550: Loss: 0.62 | Accuracy: 0.75
[Training] Itteration/Batch: 300/550: Loss: 0.65 | Accuracy: 0.75
[Training] Itteration/Batch: 325/550: Loss: 0.66 | Accuracy: 0.75
[Training] Itteration/Batch: 350/550: Loss: 0.65 | Accuracy: 0.75
[Training] Itteration/Batch: 375/550: Loss: 0.62 | Accuracy: 0.69
[Training] Itteration/Batch: 400/550: Loss: 0.65 | Accuracy: 0.62
[Training] Itteration/Batch: 425/550: Loss: 0.90 | Accuracy: 0.56
[Training] Itteration/Batch: 450/550: Loss: 0.65 | Accuracy: 0.75
[Training] Itteration/Batch: 475/550: Loss: 0.56 | Accuracy: 0.81
[Training] Itteration/Batch: 500/550: Loss: 0.65 | Accuracy: 0.81
[Training] Itteration/Batch: 525/550: Loss: 0.49 | Accuracy: 0.94

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.41125801282051283 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.41184379392531933 |             Val Accuracy Majority 0.6985369324684143 | Val Accuracy Individual 0.7002285718917847 | Training Loss:0.6605991125106812 |             Val Loss 0.6824190020561218 | Train Runtime Millis 55084.51854088344 | Val Runtime Millis 11535.177681129426

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/550: Loss: 0.73 | Accuracy: 0.69
[Training] Itteration/Batch:  25/550: Loss: 0.82 | Accuracy: 0.69
[Training] Itteration/Batch:  50/550: Loss: 0.71 | Accuracy: 0.56
[Training] Itteration/Batch:  75/550: Loss: 0.56 | Accuracy: 0.75
