______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/520: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch:  25/520: Loss: 0.84 | Accuracy: 0.81
[Training] Itteration/Batch:  50/520: Loss: 0.48 | Accuracy: 0.94
[Training] Itteration/Batch:  75/520: Loss: 0.65 | Accuracy: 0.88
[Training] Itteration/Batch: 100/520: Loss: 0.49 | Accuracy: 0.94
[Training] Itteration/Batch: 125/520: Loss: 0.62 | Accuracy: 0.88
[Training] Itteration/Batch: 150/520: Loss: 0.39 | Accuracy: 0.94
[Training] Itteration/Batch: 175/520: Loss: 0.81 | Accuracy: 0.81
[Training] Itteration/Batch: 200/520: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 225/520: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 250/520: Loss: 0.22 | Accuracy: 0.94
[Training] Itteration/Batch: 275/520: Loss: 0.63 | Accuracy: 0.81
[Training] Itteration/Batch: 300/520: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 325/520: Loss: 0.34 | Accuracy: 0.88
[Training] Itteration/Batch: 350/520: Loss: 0.49 | Accuracy: 1.00
[Training] Itteration/Batch: 375/520: Loss: 0.45 | Accuracy: 0.88
[Training] Itteration/Batch: 400/520: Loss: 0.70 | Accuracy: 0.88
[Training] Itteration/Batch: 425/520: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 450/520: Loss: 1.07 | Accuracy: 0.69
[Training] Itteration/Batch: 475/520: Loss: 0.33 | Accuracy: 0.81
[Training] Itteration/Batch: 500/520: Loss: 0.23 | Accuracy: 0.88

Epoch 1: Val Bin. F1 Majority 0.4705025553703308 | Val Macro F1 Majority 0.6977499849907829 |             Val Bin F1 Individual 0.4233289659023285 | Val Macro F1 Individual 0.6642234242273282 |             Val Accuracy Majority 0.8686065673828125 | Val Accuracy Individual 0.8370471000671387 | Training Loss:0.5064107775688171 |             Val Loss 0.41485482454299927 | Train Runtime Millis 33610.97642383538 | Val Runtime Millis 10387.32098089531

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/520: Loss: 0.35 | Accuracy: 0.88
[Training] Itteration/Batch:  25/520: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch:  50/520: Loss: 0.88 | Accuracy: 0.81
