______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/404: Loss: 3.20 | Accuracy: 0.46
[Training] Itteration/Batch:  25/404: Loss: 2.79 | Accuracy: 0.62
[Training] Itteration/Batch:  50/404: Loss: 3.33 | Accuracy: 0.57
[Training] Itteration/Batch:  75/404: Loss: 3.75 | Accuracy: 0.57
[Training] Itteration/Batch: 100/404: Loss: 3.12 | Accuracy: 0.55
[Training] Itteration/Batch: 125/404: Loss: 2.71 | Accuracy: 0.59
[Training] Itteration/Batch: 150/404: Loss: 2.81 | Accuracy: 0.66
[Training] Itteration/Batch: 175/404: Loss: 2.72 | Accuracy: 0.69
[Training] Itteration/Batch: 200/404: Loss: 3.12 | Accuracy: 0.63
[Training] Itteration/Batch: 225/404: Loss: 2.90 | Accuracy: 0.66
[Training] Itteration/Batch: 250/404: Loss: 3.52 | Accuracy: 0.60
[Training] Itteration/Batch: 275/404: Loss: 3.16 | Accuracy: 0.68
[Training] Itteration/Batch: 300/404: Loss: 2.78 | Accuracy: 0.72
[Training] Itteration/Batch: 325/404: Loss: 2.89 | Accuracy: 0.68
[Training] Itteration/Batch: 350/404: Loss: 2.53 | Accuracy: 0.76
[Training] Itteration/Batch: 375/404: Loss: 2.66 | Accuracy: 0.74
[Training] Itteration/Batch: 400/404: Loss: 2.41 | Accuracy: 0.74

Epoch 1: Val Bin. F1 Majority 0.5653287768363953 | Val Macro F1 Majority 0.7013804545656626 |             Val Bin F1 Individual 0.5478137135505676 | Val Macro F1 Individual 0.678497320048393 |             Val Accuracy Majority 0.7633658647537231 | Val Accuracy Individual 0.731617271900177 | Training Loss:2.9415180683135986 |             Val Loss 2.630260944366455 | Train Runtime Millis 116906.8920550003 | Val Runtime Millis 28189.520610999807

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/404: Loss: 2.25 | Accuracy: 0.78
[Training] Itteration/Batch:  25/404: Loss: 2.13 | Accuracy: 0.84
[Training] Itteration/Batch:  50/404: Loss: 2.57 | Accuracy: 0.74
[Training] Itteration/Batch:  75/404: Loss: 2.68 | Accuracy: 0.78
[Training] Itteration/Batch: 100/404: Loss: 2.07 | Accuracy: 0.85
[Training] Itteration/Batch: 125/404: Loss: 2.07 | Accuracy: 0.76
[Training] Itteration/Batch: 150/404: Loss: 2.37 | Accuracy: 0.80
[Training] Itteration/Batch: 175/404: Loss: 2.44 | Accuracy: 0.75
[Training] Itteration/Batch: 200/404: Loss: 1.99 | Accuracy: 0.88
[Training] Itteration/Batch: 225/404: Loss: 2.39 | Accuracy: 0.74
[Training] Itteration/Batch: 250/404: Loss: 2.75 | Accuracy: 0.75
[Training] Itteration/Batch: 275/404: Loss: 2.63 | Accuracy: 0.71
[Training] Itteration/Batch: 300/404: Loss: 2.86 | Accuracy: 0.70
[Training] Itteration/Batch: 325/404: Loss: 2.40 | Accuracy: 0.79
[Training] Itteration/Batch: 350/404: Loss: 2.20 | Accuracy: 0.80
[Training] Itteration/Batch: 375/404: Loss: 2.42 | Accuracy: 0.76
[Training] Itteration/Batch: 400/404: Loss: 2.24 | Accuracy: 0.76

Epoch 2: Val Bin. F1 Majority 0.6882184147834778 | Val Macro F1 Majority 0.7695387486669036 |             Val Bin F1 Individual 0.6569929122924805 | Val Macro F1 Individual 0.7394740136240214 |             Val Accuracy Majority 0.7982333898544312 | Val Accuracy Individual 0.7655870914459229 | Training Loss:2.421107769012451 |             Val Loss 2.331298351287842 | Train Runtime Millis 115970.07985199979 | Val Runtime Millis 28460.72464100007

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/404: Loss: 2.33 | Accuracy: 0.87
[Training] Itteration/Batch:  25/404: Loss: 1.83 | Accuracy: 0.85
[Training] Itteration/Batch:  50/404: Loss: 1.72 | Accuracy: 0.86
[Training] Itteration/Batch:  75/404: Loss: 2.68 | Accuracy: 0.64
