______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/650: Loss: 6.22 | Accuracy: 0.41
[Training] Itteration/Batch:  25/650: Loss: 3.31 | Accuracy: 0.15
[Training] Itteration/Batch:  50/650: Loss: 2.40 | Accuracy: 0.27
[Training] Itteration/Batch:  75/650: Loss: 4.27 | Accuracy: 0.13
[Training] Itteration/Batch: 100/650: Loss: 3.17 | Accuracy: 0.44
[Training] Itteration/Batch: 125/650: Loss: 2.80 | Accuracy: 0.38
[Training] Itteration/Batch: 150/650: Loss: 3.60 | Accuracy: 0.35
[Training] Itteration/Batch: 175/650: Loss: 5.35 | Accuracy: 0.51
[Training] Itteration/Batch: 200/650: Loss: 3.28 | Accuracy: 0.43
[Training] Itteration/Batch: 225/650: Loss: 1.69 | Accuracy: 0.39
[Training] Itteration/Batch: 250/650: Loss: 3.45 | Accuracy: 0.26
[Training] Itteration/Batch: 275/650: Loss: 2.86 | Accuracy: 0.55
[Training] Itteration/Batch: 300/650: Loss: 3.32 | Accuracy: 0.41
[Training] Itteration/Batch: 325/650: Loss: 1.98 | Accuracy: 0.51
[Training] Itteration/Batch: 350/650: Loss: 2.47 | Accuracy: 0.53
[Training] Itteration/Batch: 375/650: Loss: 3.39 | Accuracy: 0.42
[Training] Itteration/Batch: 400/650: Loss: 2.66 | Accuracy: 0.40
[Training] Itteration/Batch: 425/650: Loss: 4.12 | Accuracy: 0.47
[Training] Itteration/Batch: 450/650: Loss: 3.53 | Accuracy: 0.70
[Training] Itteration/Batch: 475/650: Loss: 2.31 | Accuracy: 0.70
[Training] Itteration/Batch: 500/650: Loss: 1.60 | Accuracy: 0.62
[Training] Itteration/Batch: 525/650: Loss: 3.89 | Accuracy: 0.56
[Training] Itteration/Batch: 550/650: Loss: 4.11 | Accuracy: 0.60
[Training] Itteration/Batch: 575/650: Loss: 2.63 | Accuracy: 0.53
[Training] Itteration/Batch: 600/650: Loss: 2.64 | Accuracy: 0.56
[Training] Itteration/Batch: 625/650: Loss: 2.29 | Accuracy: 0.50

