______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 0.51 | Accuracy: 0.81
[Training] Itteration/Batch:  25/807: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch:  50/807: Loss: 0.92 | Accuracy: 0.94
[Training] Itteration/Batch:  75/807: Loss: 1.05 | Accuracy: 0.94
[Training] Itteration/Batch: 100/807: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 125/807: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 150/807: Loss: 0.84 | Accuracy: 0.94
[Training] Itteration/Batch: 175/807: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 200/807: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 225/807: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 250/807: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 275/807: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 300/807: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 325/807: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 350/807: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 375/807: Loss: 0.55 | Accuracy: 0.94
[Training] Itteration/Batch: 400/807: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 425/807: Loss: 0.51 | Accuracy: 0.94
[Training] Itteration/Batch: 450/807: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 475/807: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 500/807: Loss: 0.46 | Accuracy: 0.94
[Training] Itteration/Batch: 525/807: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 550/807: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 575/807: Loss: 0.37 | Accuracy: 0.94
[Training] Itteration/Batch: 600/807: Loss: 1.79 | Accuracy: 0.94
[Training] Itteration/Batch: 625/807: Loss: 1.12 | Accuracy: 0.88
[Training] Itteration/Batch: 650/807: Loss: 0.50 | Accuracy: 0.94
[Training] Itteration/Batch: 675/807: Loss: 0.34 | Accuracy: 0.94
[Training] Itteration/Batch: 700/807: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 725/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 750/807: Loss: 1.70 | Accuracy: 0.94
[Training] Itteration/Batch: 775/807: Loss: 0.98 | Accuracy: 0.94
[Training] Itteration/Batch: 800/807: Loss: 0.14 | Accuracy: 0.94

Epoch 1: Val Bin. F1 Majority 0.3624841570854187 | Val Macro F1 Majority 0.6700108902627038 |             Val Bin F1 Individual 0.32446134090423584 | Val Macro F1 Individual 0.6481450480577282 |             Val Accuracy Majority 0.9566042423248291 | Val Accuracy Individual 0.9459130167961121 | Training Loss:0.41889190673828125 |             Val Loss 0.3027881979942322 | Train Runtime Millis 52812.4399719527 | Val Runtime Millis 22414.027911028825

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch:  25/807: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch:  50/807: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch:  75/807: Loss: 0.17 | Accuracy: 0.94
[Training] Itteration/Batch: 100/807: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 125/807: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 150/807: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 175/807: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch: 200/807: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 225/807: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 250/807: Loss: 0.19 | Accuracy: 0.88
[Training] Itteration/Batch: 275/807: Loss: 0.43 | Accuracy: 0.88
[Training] Itteration/Batch: 300/807: Loss: 0.11 | Accuracy: 0.94
[Training] Itteration/Batch: 325/807: Loss: 0.28 | Accuracy: 0.94
[Training] Itteration/Batch: 350/807: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 375/807: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 400/807: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 425/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 450/807: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 475/807: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 500/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 525/807: Loss: 0.17 | Accuracy: 0.94
[Training] Itteration/Batch: 550/807: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 575/807: Loss: 0.36 | Accuracy: 1.00
[Training] Itteration/Batch: 600/807: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 625/807: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 650/807: Loss: 0.81 | Accuracy: 0.94
[Training] Itteration/Batch: 675/807: Loss: 0.19 | Accuracy: 0.88
[Training] Itteration/Batch: 700/807: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 725/807: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 750/807: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 775/807: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 800/807: Loss: 0.11 | Accuracy: 0.94

Epoch 2: Val Bin. F1 Majority 0.401737242937088 | Val Macro F1 Majority 0.6884927170166235 |             Val Bin F1 Individual 0.3495844900608063 | Val Macro F1 Individual 0.6591859374370548 |             Val Accuracy Majority 0.9524630904197693 | Val Accuracy Individual 0.9404333233833313 | Training Loss:0.21961148083209991 |             Val Loss 0.3020118474960327 | Train Runtime Millis 52994.890914997086 | Val Runtime Millis 22508.597317966633

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 0.15 | Accuracy: 0.88
[Training] Itteration/Batch:  25/807: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch:  50/807: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch:  75/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 100/807: Loss: 0.07 | Accuracy: 0.94
[Training] Itteration/Batch: 125/807: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 150/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 175/807: Loss: 2.38 | Accuracy: 0.88
[Training] Itteration/Batch: 200/807: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 225/807: Loss: 0.17 | Accuracy: 0.94
[Training] Itteration/Batch: 250/807: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 275/807: Loss: 0.18 | Accuracy: 0.88
[Training] Itteration/Batch: 300/807: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 325/807: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 350/807: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 375/807: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 400/807: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 425/807: Loss: 0.33 | Accuracy: 0.88
[Training] Itteration/Batch: 450/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 475/807: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 500/807: Loss: 0.21 | Accuracy: 0.88
[Training] Itteration/Batch: 525/807: Loss: 0.39 | Accuracy: 0.94
[Training] Itteration/Batch: 550/807: Loss: 0.21 | Accuracy: 0.94
[Training] Itteration/Batch: 575/807: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 600/807: Loss: 0.14 | Accuracy: 0.94
