______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/765: Loss: 0.79 | Accuracy: 0.00
[Training] Itteration/Batch:  25/765: Loss: 0.50 | Accuracy: 0.62
[Training] Itteration/Batch:  50/765: Loss: 0.61 | Accuracy: 0.94
[Training] Itteration/Batch:  75/765: Loss: 0.70 | Accuracy: 0.94
[Training] Itteration/Batch: 100/765: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 125/765: Loss: 0.62 | Accuracy: 0.94
[Training] Itteration/Batch: 150/765: Loss: 0.60 | Accuracy: 0.94
[Training] Itteration/Batch: 175/765: Loss: 0.59 | Accuracy: 0.94
[Training] Itteration/Batch: 200/765: Loss: 0.98 | Accuracy: 0.88
[Training] Itteration/Batch: 225/765: Loss: 0.48 | Accuracy: 0.94
[Training] Itteration/Batch: 250/765: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 275/765: Loss: 0.73 | Accuracy: 0.94
[Training] Itteration/Batch: 300/765: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 325/765: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 350/765: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 375/765: Loss: 0.53 | Accuracy: 0.81
[Training] Itteration/Batch: 400/765: Loss: 0.72 | Accuracy: 0.94
[Training] Itteration/Batch: 425/765: Loss: 1.09 | Accuracy: 0.94
[Training] Itteration/Batch: 450/765: Loss: 0.68 | Accuracy: 0.94
[Training] Itteration/Batch: 475/765: Loss: 0.33 | Accuracy: 0.94
[Training] Itteration/Batch: 500/765: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 525/765: Loss: 0.26 | Accuracy: 0.88
[Training] Itteration/Batch: 550/765: Loss: 0.35 | Accuracy: 0.94
[Training] Itteration/Batch: 575/765: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 600/765: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 625/765: Loss: 0.40 | Accuracy: 0.94
[Training] Itteration/Batch: 650/765: Loss: 0.31 | Accuracy: 0.88
[Training] Itteration/Batch: 675/765: Loss: 0.98 | Accuracy: 0.88
[Training] Itteration/Batch: 700/765: Loss: 0.89 | Accuracy: 0.94
[Training] Itteration/Batch: 725/765: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 750/765: Loss: 0.28 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.3754512667655945 | Val Macro F1 Majority 0.6640257030057332 |             Val Bin F1 Individual 0.33496659994125366 | Val Macro F1 Individual 0.6444424616201481 |             Val Accuracy Majority 0.911887526512146 | Val Accuracy Individual 0.9138090014457703 | Training Loss:0.4419936537742615 |             Val Loss 0.3687281906604767 | Train Runtime Millis 54165.068206959404 | Val Runtime Millis 18468.67565100547

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/765: Loss: 0.29 | Accuracy: 0.88
[Training] Itteration/Batch:  25/765: Loss: 0.26 | Accuracy: 0.88
[Training] Itteration/Batch:  50/765: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch:  75/765: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 100/765: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 125/765: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 150/765: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 175/765: Loss: 0.38 | Accuracy: 0.81
[Training] Itteration/Batch: 200/765: Loss: 0.18 | Accuracy: 0.88
[Training] Itteration/Batch: 225/765: Loss: 0.46 | Accuracy: 0.81
[Training] Itteration/Batch: 250/765: Loss: 0.27 | Accuracy: 0.94
[Training] Itteration/Batch: 275/765: Loss: 0.18 | Accuracy: 0.94
[Training] Itteration/Batch: 300/765: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 325/765: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 350/765: Loss: 0.89 | Accuracy: 0.94
[Training] Itteration/Batch: 375/765: Loss: 0.69 | Accuracy: 0.75
[Training] Itteration/Batch: 400/765: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 425/765: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 450/765: Loss: 0.62 | Accuracy: 0.88
[Training] Itteration/Batch: 475/765: Loss: 0.34 | Accuracy: 0.75
[Training] Itteration/Batch: 500/765: Loss: 1.11 | Accuracy: 0.81
[Training] Itteration/Batch: 525/765: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 550/765: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 575/765: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 600/765: Loss: 1.20 | Accuracy: 0.88
[Training] Itteration/Batch: 625/765: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 650/765: Loss: 0.19 | Accuracy: 0.88
[Training] Itteration/Batch: 675/765: Loss: 0.38 | Accuracy: 0.94
[Training] Itteration/Batch: 700/765: Loss: 0.11 | Accuracy: 0.94
[Training] Itteration/Batch: 725/765: Loss: 0.32 | Accuracy: 0.88
[Training] Itteration/Batch: 750/765: Loss: 0.28 | Accuracy: 1.00

Epoch 2: Val Bin. F1 Majority 0.36101579666137695 | Val Macro F1 Majority 0.6548986064697673 |             Val Bin F1 Individual 0.31310170888900757 | Val Macro F1 Individual 0.631112941497546 |             Val Accuracy Majority 0.9051645398139954 | Val Accuracy Individual 0.9052649736404419 | Training Loss:0.28296250104904175 |             Val Loss 0.3922616243362427 | Train Runtime Millis 54539.74902804475 | Val Runtime Millis 18434.703299077228

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/765: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch:  25/765: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch:  50/765: Loss: 0.18 | Accuracy: 0.94
[Training] Itteration/Batch:  75/765: Loss: 0.16 | Accuracy: 0.88
[Training] Itteration/Batch: 100/765: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 125/765: Loss: 0.20 | Accuracy: 0.88
[Training] Itteration/Batch: 150/765: Loss: 0.08 | Accuracy: 0.94
[Training] Itteration/Batch: 175/765: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 200/765: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 225/765: Loss: 0.16 | Accuracy: 0.88
[Training] Itteration/Batch: 250/765: Loss: 0.29 | Accuracy: 0.88
[Training] Itteration/Batch: 275/765: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 300/765: Loss: 1.05 | Accuracy: 0.94
[Training] Itteration/Batch: 325/765: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 350/765: Loss: 0.34 | Accuracy: 0.94
[Training] Itteration/Batch: 375/765: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 400/765: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 425/765: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 450/765: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 475/765: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 500/765: Loss: 0.25 | Accuracy: 0.81
[Training] Itteration/Batch: 525/765: Loss: 0.36 | Accuracy: 0.75
[Training] Itteration/Batch: 550/765: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 575/765: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 600/765: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 625/765: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 650/765: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 675/765: Loss: 0.31 | Accuracy: 0.88
[Training] Itteration/Batch: 700/765: Loss: 0.27 | Accuracy: 0.94
[Training] Itteration/Batch: 725/765: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 750/765: Loss: 0.22 | Accuracy: 0.94

Epoch 3: Val Bin. F1 Majority 0.3494657576084137 | Val Macro F1 Majority 0.6460513892836419 |             Val Bin F1 Individual 0.30635401606559753 | Val Macro F1 Individual 0.6245207545385779 |             Val Accuracy Majority 0.8945706486701965 | Val Accuracy Individual 0.8941230773925781 | Training Loss:0.18707436323165894 |             Val Loss 0.45557570457458496 | Train Runtime Millis 54616.39069300145 | Val Runtime Millis 18452.113950042985

______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/408: Loss: 0.78 | Accuracy: 0.00
[Training] Itteration/Batch:  25/408: Loss: 0.43 | Accuracy: 0.94
[Training] Itteration/Batch:  50/408: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch:  75/408: Loss: 0.85 | Accuracy: 0.94
[Training] Itteration/Batch: 100/408: Loss: 0.33 | Accuracy: 1.00
[Training] Itteration/Batch: 125/408: Loss: 0.91 | Accuracy: 0.94
[Training] Itteration/Batch: 150/408: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 175/408: Loss: 0.89 | Accuracy: 0.94
[Training] Itteration/Batch: 200/408: Loss: 1.12 | Accuracy: 0.94
[Training] Itteration/Batch: 225/408: Loss: 1.35 | Accuracy: 0.88
[Training] Itteration/Batch: 250/408: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 275/408: Loss: 0.21 | Accuracy: 1.00
