,dataset_name,ds_name,model,dataset_size,number_annotations,num_annos,f1_bin_maj,f1_macro_maj,f1_bin_indi,f1_macro_indi,test_acc_maj,test_acc_indi,mean_train_millis,mean_train_millis_per_annotation,mean_train_millis_per_sample,mean_eval_millis_per_annotation,mean_test_millis_per_annotation,sum_all_millis,annotations_per_anno,comment_percentage,learning_rate,fold
90,GHC-sbertbase,GHC,sbertbase,24366,59270,8,0.4840055632823365,0.6974221519848357,0.45775462962962965,0.6830223671785224,0.8479508196721312,0.843114273754709,78865.81126470027,1.3306193903273202,3.2367155571164847,0.1722733333136494,,900253.5410670042,,,,3
91,GHC-uid,GHC,uid,24366,59270,8,0.6411917098445595,0.7868811519037793,0.6064156206415622,0.7684626736549353,0.8864754098360655,0.8818752616157388,79615.72487539978,1.3432718892424462,3.2674926075432893,0.1699854498987617,,907535.4066369946,,,,3
92,GHC-comp,GHC,comp,24366,67038,10,0.5130183220829314,0.7275626976687728,0.4578244816813405,0.6881094365829863,0.8965163934426229,0.8581407445938917,85882.7324516722,1.2811052306404158,3.5246955779230156,0.16912206161572804,,983596.1599237053,,,,3
93,GHC-compUid,GHC,compUid,24366,67038,10,0.4846248462484625,0.7188967530672289,0.5938839668476708,0.7665981867123256,0.914139344262295,0.8944043991974437,89744.24579469487,1.3387070884378245,3.683175153685253,0.16919206743829585,,1022287.70966921,,,,3
94,GHC-sbertbase,GHC,sbertbase,24366,67038,10,0.5084444444444445,0.7222013768255806,0.46817576564580554,0.6909728951291336,0.8866803278688524,0.8516013970424314,85772.47355510044,1.279460508295302,3.520170465201528,0.16373766125337819,,978581.2923000485,,,,3
95,GHC-uid,GHC,uid,24366,67038,10,0.5277777777777778,0.7388435579732044,0.6105104350012572,0.7714888138733016,0.9094262295081967,0.8848926209407744,89962.1527642943,1.3419575877009202,3.6921182288555485,0.16861352928674317,,1024074.9534415081,,,,3
96,GHC-comp,GHC,comp,24366,74127,12,0.5240893066980024,0.7393148295752892,0.41752738654147104,0.6737311267258013,0.9170081967213115,0.8749159833310929,91055.08759529966,1.2283660150188145,3.736973142711141,0.15545540860145787,,1037556.7630349996,,,,3
97,GHC-compUid,GHC,compUid,24366,74127,12,0.488888888888889,0.7227101476128714,0.5856079404466502,0.7640428236046255,0.9198770491803279,0.8989783573060895,103001.15476250011,1.3895227752708206,4.227249230998117,0.173228462657331,,1171251.9734490013,,,,3
98,GHC-sbertbase,GHC,sbertbase,24366,74127,12,0.5277777777777778,0.7345110087045572,0.46923076923076923,0.6945859910510281,0.8954918032786885,0.8608683962898239,93371.43343779971,1.2596143569522538,3.8320378165394287,0.15505852995400043,,1058447.5413109995,,,,3
99,GHC-uid,GHC,uid,24366,74127,12,0.5290023201856148,0.7416870445612271,0.601800900450225,0.7699974298042724,0.9168032786885246,0.8929963704799032,102629.93624179982,1.3845149033658426,4.212014127956982,0.1683379843147576,,1163762.449303,,,,3
100,GHC-comp,GHC,comp,27665,80972,14,0.5206971677559912,0.738669435277286,0.39394874961407844,0.6633187152384077,0.9204771371769384,0.8788346398370471,110198.46155870035,1.3609452842797554,3.983316882656799,0.16981270974410817,,1253292.5999760027,,,,3
101,GHC-compUid,GHC,compUid,27665,80972,14,0.537444933920705,0.7480491060625379,0.5861707700366685,0.7654475456676486,0.9240918127598048,0.9024751558545768,113350.46194509979,1.399872325558215,4.097251470995835,0.16802327786889037,,1283369.7160679968,,,,3
