,dataset_name,ds_name,model,dataset_size,number_annotations,num_annos,f1_bin_maj,f1_macro_maj,f1_bin_indi,f1_macro_indi,test_acc_maj,test_acc_indi,mean_train_millis,mean_train_millis_per_annotation,mean_train_millis_per_sample,mean_eval_millis_per_annotation,mean_test_millis_per_annotation,sum_all_millis,annotations_per_anno,comment_percentage,learning_rate,fold
442,SC-uid,sc,uid,5434,8110,22,0.35018050541516244,0.5552500396583135,0.34188034188034183,0.5546259715444005,0.6498054474708171,0.65625,51468.65961620351,6.346320544538041,9.471597279389679,0.7484277527255113,,583084.2110341182,,,,0
443,GE'anger-comp,GE,comp,5785,12563,26,0.06349206349206349,0.5186755842493547,0.12403100775193798,0.5505480794797848,0.9491379310344827,0.9553006329113924,6876.575200499974,0.547367284923981,1.188690613742433,0.20650886945792477,,96483.55471899867,,,,0
444,GE'anger-compUid,GE,compUid,5785,12563,26,0.31746031746031744,0.6284626786738472,0.2487309644670051,0.5926194504874708,0.8887931034482759,0.8829113924050633,7563.147021899931,0.6020175930828569,1.3073720003284237,0.17788972104592793,,100989.86167399926,,,,0
445,GE'anger-sbertbase,GE,sbertbase,5785,13005,26,0.38095238095238093,0.672700438425142,0.2888888888888889,0.6249401778861349,0.9327586206896552,0.926040061633282,8742.89365234375,0.6722717149053249,1.511304002133751,0.10441379123263889,,102461.96154785156,,,,0
446,GE'anger-uid,GE,uid,5785,13005,26,0.38461538461538464,0.6740428521250439,0.3106060606060606,0.6368371212121212,0.9310344827586207,0.9298921417565486,9190.87939453125,0.7067189076917532,1.5887431969803372,0.11165993754655662,,107976.53466796875,,,,0
447,GE'disgust-comp,GE,comp,5785,12563,26,0.0,0.4913602126716881,0.0,0.49286296900489396,0.9660278745644599,0.9718536389223965,7301.061478100019,0.5811558925495518,1.2620676712359582,0.21395655206554506,,103045.4472739948,,,,0
448,GE'disgust-compUid,GE,compUid,5785,12563,26,0.11428571428571428,0.5432165318957771,0.1692307692307692,0.5734675728895382,0.945993031358885,0.9565741857659831,7710.864328000025,0.6137757166281959,1.3329065389801253,0.22085577282497265,,107119.86062000142,,,,0
449,GE'disgust-sbertbase,GE,sbertbase,5785,12563,26,0.12307692307692308,0.5487639209736923,0.13445378151260504,0.5566192697470338,0.9503484320557491,0.9585846401286691,6893.038521299604,0.5486777458648097,1.1915364773205885,0.22685930104285634,,100310.60524501663,,,,0
450,GE'disgust-uid,GE,uid,5785,12563,26,0.225,0.5985108303249098,0.20689655172413793,0.5915410486928828,0.945993031358885,0.9537595496582227,7471.284259999811,0.5947054254556883,1.2914925254969423,0.23551542829729358,,107252.71666799381,,,,0
451,GE'fear-comp,GE,comp,5785,12563,26,0.15384615384615383,0.572197991012424,0.09230769230769231,0.5404577658294593,0.9813084112149533,0.9774980930587338,8252.763215999767,0.6569102297221815,1.4265796397579544,0.20600449999207382,,111466.25014800156,,,,0
452,GE'fear-compUid,GE,compUid,5785,12563,26,0.2592592592592593,0.6209339774557165,0.23437500000000003,0.6076097048475372,0.9660152931180969,0.9626239511823036,8774.046131700015,0.6984037357080327,1.5166890461019906,0.22126287431345007,,118637.80614199823,,,,0
453,GE'fear-sbertbase,GE,sbertbase,5785,12563,26,0.2978723404255319,0.6417840245690729,0.24561403508771928,0.6144249512670565,0.9719626168224299,0.9672006102212052,6984.268711484037,0.5559395615286188,1.2073066052694965,0.2297532408182647,,101757.39732489455,,,,0
454,GE'fear-uid,GE,uid,5785,12563,26,0.3,0.6439498703543647,0.23762376237623764,0.6113259780187624,0.9762107051826678,0.9706331045003814,7657.24122771062,0.6095073810165262,1.3236372044443594,0.23919781179775287,,109754.70323022455,,,,0
455,GE'joy-comp,GE,comp,5785,12563,26,0.175,0.5729497354497355,0.143646408839779,0.556176121843673,0.9437819420783645,0.9396182313985196,8193.882767799914,0.6522234154103251,1.4164015156093197,0.20474786576454518,,109845.88406199873,,,,0
456,GE'joy-compUid,GE,compUid,5785,12563,26,0.3255813953488372,0.6361362859097127,0.29333333333333333,0.6188246830566645,0.9011925042589438,0.8967666536813401,7776.7449800003305,0.6190197389158903,1.3442947242870062,0.2071481812146779,,106945.75263700244,,,,0
457,GE'joy-sbertbase,GE,sbertbase,5785,12563,26,0.3255813953488372,0.6431872727082176,0.2846975088967972,0.6216399145555488,0.9258943781942078,0.9216984807167901,6992.163065500017,0.5565679428082478,1.20867122999136,0.2153445798455782,,100010.36995300013,,,,0
458,GE'joy-uid,GE,uid,5785,12563,26,0.34532374100719426,0.6520643150486402,0.30363036303630364,0.6299770527663406,0.9224872231686542,0.917802882742501,7700.0114135999875,0.6129118374273651,1.3310304950043192,0.2304879862930691,,109114.96798999814,,,,0
459,GE'sadness-comp,GE,comp,5785,12563,26,0.3793103448275862,0.6732915360501567,0.3192488262910798,0.6447769832868464,0.9378238341968912,0.9430926216640503,7102.356299501844,0.5653391944202694,1.2277193257565848,0.20451405687347218,,97865.08329203934,,,,0
460,GE'sadness-compUid,GE,compUid,5785,12563,26,0.3795620437956204,0.6702766620997376,0.3132530120481928,0.6389867288423345,0.9265975820379966,0.9328885400313972,7822.346237700367,0.6226495453076787,1.3521773963181274,0.19936820136912206,,105794.8404490071,,,,0
461,GE'sadness-sbertbase,GE,sbertbase,5785,12563,26,0.3829787234042553,0.6784380565716146,0.30303030303030304,0.6398542308094123,0.9499136442141624,0.9548665620094191,7059.156463001273,0.5619005383269341,1.2202517654280507,0.2039925184670044,,99171.25751903222,,,,0
462,GE'sadness-uid,GE,uid,5785,12563,26,0.44036697247706424,0.7063638215353152,0.3571428571428571,0.6657142857142857,0.9473229706390328,0.9505494505494505,7741.971895398456,0.6162518423464504,1.3382838194292923,0.2083848672772796,,106670.68601102801,,,,0
463,GE'surprise-comp,GE,comp,5785,12563,26,0.0,0.49112938122025096,0.0,0.49172051696284336,0.9651360544217688,0.9674215335717123,6801.426538500164,0.5413855399586216,1.175700352376865,0.20537657645467416,,94985.02992700378,,,,0
464,GE'surprise-compUid,GE,compUid,5785,12563,26,0.0,0.49178910976663787,0.0,0.4923356192012909,0.967687074829932,0.9698053237981724,7679.969116901339,0.611316494221232,1.3275659666208017,0.18188189418942627,,102696.35978303268,,,,0
465,GE'surprise-sbertbase,GE,sbertbase,5785,12563,26,0.44897959183673464,0.712511091393079,0.4271844660194175,0.7013718518995182,0.9540816326530612,0.9531187922129519,7155.955556500703,0.5696056321341004,1.2369845387209513,0.2162842513077257,,101768.82790774107,,,,0
466,GE'surprise-uid,GE,uid,5785,12563,26,0.5,0.7384341637010676,0.47169811320754723,0.7242356181964738,0.95578231292517,0.955502582439412,7498.815135518089,0.5968968507138493,1.296251535958183,0.22077655402212104,,105701.87898678705,,,,0
467,MD-comp,MD,comp,9087,17834,26,0.7100840336134453,0.7596503117375982,0.6862514688601644,0.7511624738101053,0.7698721511951084,0.7680949623624783,19784.759232100623,1.109384279023249,2.177259737218072,0.22680184281148763,,242771.01392000623,,,,0
468,MD-compUid,MD,compUid,9087,17834,26,0.7703318152244633,0.7995278678257203,0.7437829691032405,0.7919667078708492,0.8037798777098388,0.8031268094962363,21762.492565001594,1.220281067904093,2.394903990866248,0.23937741852644312,,264909.5845170159,,,,0
469,MD-sbertbase,MD,sbertbase,9087,17834,26,0.6952247191011236,0.7477963521908562,0.6779261586802828,0.7449694984139608,0.7587548638132295,0.7625940938042849,19478.868466202402,1.092232166995761,2.1435972781118524,0.2330950781995646,,240519.15965013904,,,,0
470,MD-uid,MD,uid,9087,17834,26,0.7812700449005774,0.8070156011653451,0.7495306045812993,0.7962022869785177,0.8104502501389661,0.8068905616676317,20772.043584892526,1.164743948911771,2.2859077346640833,0.23572477098139,,254150.76692472212,,,,0
471,SC-aa,sc,aa,5785,9013,26,0.3345070422535211,0.5497162076939248,0.33255813953488367,0.5528403345895763,0.6525735294117647,0.6613569321533923,57793.51823698962,6.412239902029249,9.990236514604948,0.7855068623747758,,654795.5549987964,,,,0
472,SC-ae,sc,ae,5785,9013,26,0.37078651685393255,0.5830790075134462,0.3654320987654321,0.5831036462819408,0.6911764705882353,0.6967551622418879,58132.16124660394,6.449812631377337,10.048774632083655,0.8360398378003395,,662862.4365309952,,,,0
473,SC-comp,sc,comp,5785,9013,26,0.40924092409240925,0.5906077231927014,0.3951165371809101,0.5880765490243642,0.6709558823529411,0.6784660766961652,57466.75750659924,6.3759855216464265,9.933752377977397,0.8381583217353739,,658271.6466340062,,,,0
474,SC-compUid,sc,compUid,5785,9013,26,0.34600760456273766,0.5687613780389446,0.3416557161629435,0.5755444803713158,0.6838235294117647,0.7044247787610619,61993.70036590004,6.878253674237217,10.7162835550389,0.9362349857982981,,712976.4857010015,,,,0
475,SC-sbertbase,sc,sbertbase,5785,9013,26,0.3636363636363636,0.5653712263881755,0.36403995560488345,0.5669135093412123,0.6590073529411765,0.6619469026548672,58088.54268399591,6.444973114833675,10.041234690405517,0.8047278797403719,,661605.7747579471,,,,0
476,SC-uid,sc,uid,5785,9013,26,0.36197440585009144,0.5738662698372619,0.35696821515892424,0.5762290531471138,0.6792279411764706,0.6896755162241888,57809.66759889852,6.4140316874402,9.993028106983322,0.8735766046594926,,662989.3576099712,,,,0
477,GE'anger-comp,GE,comp,6218,15170,30,0.3976608187134502,0.6765263816390984,0.3546099290780142,0.6534704962309924,0.9169354838709678,0.911219512195122,9950.417494299836,0.6559273232893762,1.6002601309584812,0.19565047676333028,,132454.86361099576,,,,0
478,GE'anger-compUid,GE,compUid,6218,15170,30,0.37735849056603776,0.6595787161824898,0.345489443378119,0.6424551498290488,0.8935483870967742,0.8891056910569106,9144.138421900241,0.6027777469940832,1.470591576375079,0.19940810831903755,,124886.39106000026,,,,0
479,GE'anger-sbertbase,GE,sbertbase,6218,15490,30,0.39436619718309857,0.6790396386759375,0.32335329341317365,0.6425952552847698,0.9315286624203821,0.9277493606138107,10369.97080078125,0.6694622853958199,1.667734126854495,0.1050323041074887,,121667.99230957031,,,,0
480,GE'anger-uid,GE,uid,6218,15490,30,0.4189189189189189,0.6912699501531988,0.34402332361516036,0.6529857866173214,0.9315286624203821,0.92806905370844,10763.50654296875,0.6948680789521465,1.7310238891876406,0.11199721216308908,,126787.29370117188,,,,0
481,GE'disgust-comp,GE,comp,6218,15170,30,0.0,0.4940402794903412,0.0,0.4935330156569095,0.9764419171405362,0.9744623655913979,8336.246161999952,0.5495218300593244,1.340663583467345,0.2068854445616049,,117890.19157099392,,,,0
482,GE'disgust-compUid,GE,compUid,6218,15170,30,0.2765957446808511,0.6239397642323175,0.2764227642276423,0.6226137655698323,0.9447603574329814,0.9401881720430108,9275.801306217909,0.6114569087816684,1.491766051176891,0.1941361399614556,,125458.46375531983,,,,0
483,GE'disgust-sbertbase,GE,sbertbase,6218,15170,30,0.2535211267605634,0.6156773346057104,0.2617801047120419,0.6186525935815026,0.9569455727051178,0.9526209677419355,8381.638661700708,0.5525140844891699,1.3479637603249772,0.20418679119308691,,116867.80975399597,,,,0
484,GE'disgust-uid,GE,uid,6218,15170,30,0.3076923076923077,0.644459420429383,0.2742857142857143,0.6261509928534336,0.9634443541835905,0.9573252688172043,9087.40416449873,0.5990378486815248,1.4614673793018222,0.20480852517485143,,125082.76380400639,,,,0
485,GE'fear-comp,GE,comp,6218,15170,30,0.2051282051282051,0.5963065329234082,0.18556701030927836,0.5862750194073991,0.9753577106518283,0.9743756081738566,8276.29739319982,0.5455700325115241,1.331022417690547,0.18241213729730013,,113606.16058199776,,,,0
486,GE'fear-compUid,GE,compUid,6218,15170,30,0.2631578947368421,0.6201035375323555,0.3060109289617486,0.6423920598343759,0.9554848966613673,0.958806357444048,10774.316131300293,0.7102383738497227,1.7327623241074772,0.1998984292221416,,141358.37381400232,,,,0
487,GE'fear-sbertbase,GE,sbertbase,6218,15170,30,0.36,0.6735117599351175,0.3548387096774194,0.6707990304428143,0.9745627980922098,0.9740512487836522,8492.648043797817,0.5598317761237849,1.3658166683496007,0.2024235168369714,,118873.6388181569,,,,0
488,GE'fear-uid,GE,uid,6218,15170,30,0.32142857142857145,0.6529907084785134,0.36879432624113473,0.6770112710043847,0.9697933227344993,0.9711320142718132,9339.965263113845,0.6156865697504182,1.5020851179018728,0.20492673989452284,,127803.84845519438,,,,0
489,GE'joy-comp,GE,comp,6218,15170,30,0.23529411764705882,0.5985213757634201,0.18115942028985507,0.5714789663991534,0.9271417133706965,0.9270025839793282,8511.306286199942,0.5610617195912948,1.3688173506272021,0.18818958771255137,,116088.11830199375,,,,0
490,GE'joy-compUid,GE,compUid,6218,15170,30,0.2736842105263158,0.6069460913983399,0.26905829596412556,0.6061615879402946,0.8895116092874299,0.8947028423772609,9061.982122898917,0.5973620384244507,1.4573789197328588,0.19187836583393186,,121923.1549219985,,,,0
491,GE'joy-sbertbase,GE,sbertbase,6218,15170,30,0.29230769230769227,0.6267281704781705,0.2967741935483871,0.6298559849074815,0.9263410728582866,0.9295865633074936,8442.681412500006,0.5565379968688204,1.3577808640238027,0.19207397281476588,,116180.09397700006,,,,0
492,GE'joy-uid,GE,uid,6218,15170,30,0.2896551724137931,0.6229406333807173,0.28895184135977336,0.6229825142746803,0.9175340272217775,0.9189276485788114,9288.117250300002,0.6122687706196441,1.4937467433740754,0.20542412220830672,,126396.67780199944,,,,0
493,GE'sadness-comp,GE,comp,6218,15170,30,0.16393442622950818,0.5714169441863305,0.12000000000000001,0.5488059701492537,0.9588377723970944,0.956334766787959,8642.803644400192,0.5697299699670528,1.3899652049533922,0.20001638333551292,,119590.42592100013,,,,0
494,GE'sadness-compUid,GE,compUid,6218,15170,30,0.2222222222222222,0.5933895921237693,0.2178988326848249,0.5915889050278503,0.9322033898305084,0.9335097585180284,9159.210652098409,0.603771302049994,1.473015543920619,0.19970115372447506,,125063.33626699052,,,,0
495,GE'sadness-sbertbase,GE,sbertbase,6218,15170,30,0.2597402597402597,0.6180000757260233,0.2553191489361702,0.6157101036589352,0.9539951573849879,0.9536883890175323,8444.364381799824,0.5566489374950444,1.3580515248954363,0.16771688438370966,,111000.70325301203,,,,0
496,GE'sadness-uid,GE,uid,6218,15170,30,0.26506024096385544,0.6197952561813014,0.24242424242424243,0.6083872238113004,0.9507667473769169,0.9503804168044988,9314.075638701615,0.6139799366316161,1.4979214600678057,0.1746830156492898,,122890.31526901817,,,,0
497,GE'surprise-comp,GE,comp,6218,15170,30,0.09302325581395347,0.5386392015848128,0.10752688172043011,0.5468640227388517,0.969047619047619,0.972822527832351,9919.823633300439,0.6539105888793961,1.595339921727314,0.20444192985500242,,133419.47457900824,,,,0
498,GE'surprise-compUid,GE,compUid,6218,15170,30,0.16666666666666666,0.575242718446602,0.15384615384615385,0.5695946292215446,0.9682539682539683,0.971185330713818,9344.952752799873,0.6160153429663726,1.5028872230298926,0.18566555006590046,,124970.90422499605,,,,0
499,GE'surprise-sbertbase,GE,sbertbase,6218,15170,30,0.4444444444444444,0.7108632796365137,0.37719298245614036,0.6765216612960974,0.9563492063492064,0.9535036018336608,8703.247940400615,0.5737144324588408,1.3996860631072074,0.2024923005106324,,121020.05351427943,,,,0
500,GE'surprise-uid,GE,uid,6218,15170,30,0.4220183486238532,0.6979440561037142,0.3643724696356275,0.6687926159814377,0.95,0.9485920104780615,9081.695413030684,0.5986615301931895,1.4605492783902676,0.20434555350191985,,124995.5505784601,,,,0
501,MD-comp,MD,comp,9432,19174,30,0.7146529562982005,0.7558639552971806,0.6850235057085291,0.7416081383964332,0.7628205128205128,0.7539994754786258,20423.74979610322,1.0651793989831657,2.1653678749049217,0.23370503526642855,,253729.5960800111,,,,0
502,MD-compUid,MD,compUid,9432,19174,30,0.7691373025516403,0.794006210856373,0.7468522200132538,0.7905268044510714,0.7970085470085471,0.7996328350380278,21436.87667561462,1.1180179761976958,2.2727816662017197,0.23166096340842554,,263068.8959010877,,,,0
503,MD-sbertbase,MD,sbertbase,9432,19174,30,0.7033112582781457,0.7513870525947577,0.6768695652173913,0.7406658918488557,0.7606837606837606,0.7563598216627327,20085.733002198685,1.047550485146484,2.1295306406063066,0.22203590613331942,,247883.77817798755,,,,0
504,MD-uid,MD,uid,9432,19174,30,0.7687538747675139,0.7968593400116313,0.7438858695652173,0.7914217899726983,0.8007478632478633,0.8022554419092578,21577.27249400341,1.1253401738814754,2.287666719041922,0.23934659429496669,,266409.78392912075,,,,0
505,SC-aa,sc,aa,6218,9874,30,0.30364372469635625,0.5577299586282656,0.32080200501253137,0.5703079173998827,0.7037037037037037,0.7151865475564898,62107.737916719634,6.29002814631554,9.98837856492757,0.7555069055078399,,702607.7481430257,,,,0
506,SC-ae,sc,ae,6218,9874,30,0.5008130081300813,0.6604826610656265,0.4468313641245973,0.6338504646709943,0.73557278208441,0.7293746715712034,61792.3426963971,6.258086155195169,9.937655628240126,0.7340981682803722,,699237.1371550253,,,,0
507,SC-comp,sc,comp,6218,9874,30,0.4065040650406504,0.5963393201594582,0.4049331963001027,0.6002781053861967,0.6856158484065461,0.6957435627955859,62595.31631430145,6.339408174427938,10.066792588340537,0.9038226208419198,,724197.1502529923,,,,0
508,SC-compUid,sc,compUid,6218,9874,30,0.3933209647495362,0.6049610993125135,0.4075829383886256,0.619389038404306,0.7183462532299741,0.7372569626904887,65173.227469600024,6.600488907190604,10.481381066194922,0.8679175571196958,,744753.8149469987,,,,0
509,SC-sbertbase,sc,sbertbase,6218,9874,30,0.3360258481421648,0.5473435171421335,0.34496919917864477,0.5598433566514693,0.6459948320413437,0.6647398843930635,62488.79469479434,6.328620082519175,10.049661417625336,0.8095729843605252,,711732.9703038558,,,,0
510,SC-uid,sc,uid,6218,9874,30,0.3980424143556281,0.5910633370783406,0.4132055378061768,0.6105092914004725,0.6821705426356589,0.7104571728849185,62613.00027440302,6.34119913656097,10.06963658321052,0.7228451346297927,,704419.4305529818,,,,0
511,GE'anger-comp,GE,comp,6614,17374,34,0.16666666666666669,0.5716054209017462,0.1945945945945946,0.5862192303827991,0.9543726235741445,0.9568740955137482,11410.676985199825,0.656767410222161,1.7252308716661362,0.1833756259640813,,149379.30802599838,,,,0
512,GE'anger-compUid,GE,compUid,6614,17374,34,0.34722222222222227,0.6547052382229374,0.337874659400545,0.6503678661514417,0.9285171102661597,0.9296671490593343,10547.398042399982,0.6070794314723139,1.5947078987602028,0.1804236548750948,,140231.24808399918,,,,0
513,GE'anger-sbertbase,GE,sbertbase,6614,17465,34,0.37241379310344824,0.6679850303122368,0.35872235872235875,0.6592067392067392,0.93111279333838,0.9241499564080209,11676.1623046875,0.6685463672881476,1.7653707748242364,0.10358092090990015,,136732.42016601562,,,,0
514,GE'anger-uid,GE,uid,6614,17465,34,0.3717948717948718,0.6661870577799782,0.37850467289719625,0.6686449611774484,0.9258137774413323,0.922696890438826,12333.8572265625,0.706204250017893,1.8648105876266254,0.10955861290102527,,144574.6583251953,,,,0
515,GE'disgust-comp,GE,comp,6614,17374,34,0.11538461538461538,0.5487009081614243,0.10852713178294573,0.5456699326527941,0.9647509578544061,0.966275659824047,9477.51134909995,0.545499674749623,1.4329469835349185,0.18732089285137718,,130308.64342199857,,,,0
516,GE'disgust-compUid,GE,compUid,6614,17374,34,0.3401360544217687,0.6503765939993537,0.3211267605633803,0.6419245558424017,0.9256704980842911,0.9293255131964809,10622.780952799803,0.6114182659606195,1.6061053753855161,0.1910775501899239,,142884.82793099683,,,,0
517,GE'disgust-sbertbase,GE,sbertbase,6614,17374,34,0.33333333333333337,0.6514423076923077,0.3,0.6350152905198777,0.9417624521072797,0.9425219941348973,9579.739801697724,0.551383665344637,1.4484033567731667,0.18001225702783594,,129332.21884199884,,,,0
518,GE'disgust-uid,GE,uid,6614,17374,34,0.3853211009174312,0.6792659083155729,0.3412698412698412,0.6579978926203043,0.9486590038314177,0.9513196480938416,10401.892167900223,0.598704510642352,1.5727082201240132,0.18824738818355877,,138900.43936901202,,,,0
519,GE'fear-comp,GE,comp,6614,17374,34,0.11764705882352941,0.5531070659971306,0.10638297872340426,0.5471691205633081,0.9774266365688488,0.9762308998302207,9517.330795000089,0.5477915733279665,1.4389674622014044,0.16453265392540709,,127114.21403300119,,,,0
520,GE'fear-compUid,GE,compUid,6614,17374,34,0.2105263157894737,0.5995379670550421,0.19047619047619047,0.5891344043002811,0.9774266365688488,0.9759479343520091,10501.786140100012,0.6044541349199961,1.5878116329150305,0.16704704276505003,,136401.11685800002,,,,0
521,GE'fear-sbertbase,GE,sbertbase,6614,17374,34,0.41379310344827586,0.7003580901856764,0.38461538461538464,0.6853632478632479,0.9744168547780286,0.9728353140916808,9733.77290618373,0.5602493902488621,1.471692305138151,0.18931932126250042,,133562.16144701466,,,,0
522,GE'fear-uid,GE,uid,6614,17374,34,0.37499999999999994,0.679789899768697,0.3764705882352941,0.6805519076288097,0.9699021820917983,0.9700056593095643,10684.801249706652,0.6149879849031111,1.6154824991996752,0.19173075728121314,,142693.17253807094,,,,0
523,GE'joy-comp,GE,comp,6614,17374,34,0.2903225806451613,0.6276174306734578,0.26011560693641617,0.6106167342093988,0.9331306990881459,0.9261183261183261,9780.544914501661,0.5629414593358847,1.478763972558461,0.17931234534354504,,131257.64627801254,,,,0
524,GE'joy-compUid,GE,compUid,6614,17374,34,0.34703196347031967,0.6438848172096729,0.3226890756302521,0.6295371187148893,0.8913373860182371,0.8836940836940836,10511.193234598613,0.6049955815931054,1.5892339332625662,0.17290027392663965,,137487.9678319994,,,,0
525,GE'joy-sbertbase,GE,sbertbase,6614,17374,34,0.4049079754601227,0.6828104073331396,0.36160714285714285,0.6587424791730947,0.9262917933130699,0.9174603174603174,9788.435884200033,0.5633956420052971,1.4799570432718525,0.17962978025785667,,132475.04141100036,,,,0
526,GE'joy-uid,GE,uid,6614,17374,34,0.3583815028901734,0.6566206009774169,0.3390557939914163,0.6457036395699656,0.9156534954407295,0.9111111111111111,10708.182339999985,0.616333736617934,1.6190175899606871,0.18010339792218047,,141884.70409999898,,,,0
527,GE'sadness-comp,GE,comp,6614,17374,34,0.24444444444444446,0.6086979581012993,0.22047244094488191,0.5955869159444741,0.9477726574500768,0.9435253850541928,9853.932076099954,0.5671654239726002,1.4898597030692402,0.1707547833832128,,130780.17361099774,,,,0
528,GE'sadness-compUid,GE,compUid,6614,17374,34,0.390625,0.679561288368336,0.31304347826086953,0.6387476278359995,0.9400921658986175,0.9324015972618368,10683.70932964608,0.6149251369659308,1.6153174069619112,0.1773895274448286,,140423.6331419088,,,,0
529,GE'sadness-sbertbase,GE,sbertbase,6614,17374,34,0.41935483870967744,0.6951612903225807,0.33819241982507287,0.6520771665777036,0.9447004608294931,0.9352538505419281,9673.252187100297,0.5567659829112638,1.4625419091473084,0.16926277469209433,,129471.73759101133,,,,0
530,GE'sadness-uid,GE,uid,6614,17374,34,0.3902439024390244,0.6800070781844456,0.32478632478632474,0.6446030407897996,0.9423963133640553,0.9324015972618368,10670.601444096246,0.6141706828649848,1.6133355675984649,0.15797566218496156,,137599.53519197006,,,,0
531,GE'surprise-comp,GE,comp,6614,17374,34,0.052631578947368425,0.5194403120099714,0.039603960396039604,0.5127227216956114,0.9728915662650602,0.9720943613348677,9748.925812802918,0.5611215501785954,1.4739833403088778,0.19472440883512482,,133813.6101700511,,,,0
532,GE'surprise-compUid,GE,compUid,6614,17374,34,0.16666666666666666,0.5717234262125903,0.22916666666666669,0.6036365877712031,0.9548192771084337,0.9574223245109321,10603.00446394831,0.6102799852623638,1.603115280306669,0.1855687059692998,,141543.79383893684,,,,0
533,GE'surprise-sbertbase,GE,sbertbase,6614,17374,34,0.4,0.6894777864380359,0.38493723849372385,0.6815197141373729,0.9593373493975904,0.9577100115074798,10002.842658059672,0.5757363104673461,1.5123741545297356,0.19006156088138726,,136460.34946106374,,,,0
534,GE'surprise-uid,GE,uid,6614,17374,34,0.3917525773195876,0.6843483480579963,0.4015444015444015,0.6891929388567668,0.9555722891566265,0.9554085155350979,10456.511492561549,0.6018482498308708,1.5809663581133275,0.18534962282131934,,138194.6645998396,,,,0
535,MD-comp,MD,comp,9722,20477,34,0.6845070422535211,0.7510483094003763,0.6708211143695014,0.7539519214808319,0.7688338493292054,0.7820388349514563,22032.201173895737,1.0759486826144327,2.266221062939286,0.2193562413296269,,269952.8627099935,,,,0
536,MD-compUid,MD,compUid,9722,20477,34,0.7749535027898325,0.8072734813993352,0.7407407407407407,0.7962715719725065,0.8126934984520123,0.8114077669902913,23526.69380140069,1.1489326464521505,2.419943818288489,0.22514126574216706,,286311.7997290319,,,,0
537,MD-sbertbase,MD,sbertbase,9722,20477,34,0.7223955084217093,0.7633095008012638,0.6828009035172637,0.7457964836590404,0.7703818369453045,0.7614077669902912,22000.367826607544,1.0743940922306756,2.2629467009470834,0.21969110700791206,,269564.1566751292,,,,0
538,MD-uid,MD,uid,9722,20477,34,0.7722289890377588,0.8024081382073306,0.7415056628914058,0.7966787573716289,0.8070175438596491,0.8116504854368932,23577.93260058388,1.1514349074856611,2.425214215242119,0.23154290015129747,,288114.6524908254,,,,0
539,SC-aa,sc,aa,6614,10724,34,0.4277035236938032,0.5701665879603854,0.4518950437317784,0.5842745753700339,0.6173842404549147,0.626428216592151,69824.66516969725,6.511065383224287,10.557100872346123,0.7587213960921907,,786958.6612931453,,,,0
540,SC-ae,sc,ae,6614,10724,34,0.4150453955901427,0.5741696522598851,0.4331210191082802,0.5880406539584722,0.6336311941510967,0.6462990561351217,68638.31092119217,6.40043928769043,10.377730710794099,0.7122932180283951,,770000.0200718641,,,,0
541,SC-comp,sc,comp,6614,10724,34,0.4467153284671533,0.6167172590563116,0.4547848990342406,0.6198413584190947,0.6921202274573518,0.6915052160953801,68136.81203089989,6.353675124104802,10.301906868899287,0.8409921623368363,,779678.3840740006,,,,0
542,SC-compUid,sc,compUid,6614,10724,34,0.4778761061946903,0.6397228064605739,0.4728260869565217,0.6368237210963307,0.7124289195775793,0.7108792846497765,68468.25840319988,6.384582096531134,10.352019716238265,0.8109427178478303,,780833.8809030002,,,,0
543,SC-sbertbase,sc,sbertbase,6614,10724,34,0.35874439461883406,0.5597402954689262,0.3723502304147466,0.5703981685905762,0.6515028432168968,0.6616989567809239,69022.74410538375,6.436287216093226,10.435854869274834,0.728051368819443,,775586.3693900174,,,,0
544,SC-uid,sc,uid,6614,10724,34,0.4072948328267477,0.5955542900275645,0.3910505836575876,0.5911223565386003,0.6831844029244517,0.6890213611525087,69871.44693289883,6.515427725932379,10.564174014650565,0.7636734633011752,,787931.4872971736,,,,0
545,GE'anger-comp,GE,comp,7013,19551,38,0.3361344537815126,0.653278758152456,0.3409090909090909,0.6549423764253933,0.9433691756272401,0.9407407407407408,10661.279278600157,0.5453060855506193,1.5202166374732864,0.1693230860978967,,143213.8584510012,,,,0
546,GE'anger-compUid,GE,compUid,7013,19551,38,0.33142857142857146,0.6433433488118001,0.31683168316831684,0.6348663535295509,0.9161290322580645,0.9118773946360154,11722.909315300058,0.5996066347143398,1.6715969364466075,0.15429536043169423,,150946.9480230009,,,,0
547,GE'anger-sbertbase,GE,sbertbase,7013,19449,38,0.39344262295081966,0.6754324737308759,0.37137330754352027,0.6632015285469088,0.9204301075268817,0.9160640495867769,13006.64326171875,0.6687564019599337,1.854647549082953,0.10228121917016943,,152018.48779296875,,,,0
548,GE'anger-uid,GE,uid,7013,19449,38,0.34065934065934067,0.6473235353603451,0.341747572815534,0.6474265599587422,0.9139784946236559,0.912448347107438,13770.175,0.7080145508766518,1.9635213175531154,0.10934450658613554,,161172.02319335938,,,,0
549,GE'disgust-comp,GE,comp,7013,19551,38,0.11764705882352941,0.5533088235294117,0.10084033613445377,0.5433331366723402,0.9782135076252724,0.9720918101199791,10757.89650450024,0.5502478903636766,1.5339935126907516,0.16292266645186143,,142936.1505590059,,,,0
