,dataset_name,ds_name,model,dataset_size,number_annotations,num_annos,f1_bin_maj,f1_macro_maj,f1_bin_indi,f1_macro_indi,test_acc_maj,test_acc_indi,mean_train_millis,mean_train_millis_per_annotation,mean_train_millis_per_sample,mean_eval_millis_per_annotation,mean_test_millis_per_annotation,sum_all_millis,annotations_per_anno,comment_percentage,learning_rate,fold
0,GE'anger-comp,GE,comp,49294,2618,14,0.13836477987421383,0.47270351669767025,0.09649122807017543,0.45153199901161356,0.6846950517836594,0.6813611755607115,78.41386750042147,0.02995182104676145,0.0015907385787402417,0.95251454717339,,28414.449154006434,5,2,,0
1,GE'anger-compUid,GE,compUid,49294,2618,14,0.0879120879120879,0.49061414164241923,0.06324110671936758,0.48082758293533745,0.80897583429229,0.8167053364269141,91.61372389935423,0.034993783002045156,0.0018585167342750483,0.8651264424368893,,25104.79592099,5,2,,0
2,GE'anger-sbertbase,GE,sbertbase,49294,35654,14,0.2075055187637969,0.5742862751137726,0.18465655664585193,0.5641201430226358,0.8902923500050932,0.8944694608012932,946.8366303946823,0.026556252605449103,0.019207948845593424,0.1845046360754181,,81913.60872006044,58,2,,0
3,GE'anger-uid,GE,uid,49294,35654,14,0.23246492985971945,0.5956808444104349,0.20597584233947872,0.5841043071272248,0.9219720892329633,0.9278951622214525,908.7575419049244,0.025488235314548843,0.01843545952661428,0.2600244586273768,,109039.65346404584,58,2,,0
4,GE'disgust-sbertbase,GE,sbertbase,49294,35469,14,0.11316872427983539,0.5335066152990524,0.1031055900621118,0.5298018761903016,0.9122557003257329,0.9170210320652799,789.5658514113165,0.022260730536843906,0.01601748390090714,0.21808635421990186,,93276.39009733684,58,2,,0
5,GE'disgust-uid,GE,uid,49294,35469,14,0.18830525272547077,0.5721825635911275,0.1724550898203593,0.5653728337373662,0.9166327361563518,0.9205838409378232,857.2535970044555,0.024169094054088232,0.017390627601826907,0.24460244784744756,,103747.46011805837,58,2,,0
6,GE'fear-sbertbase,GE,sbertbase,49294,35595,14,0.08347245409015025,0.5273184530023207,0.07662082514734775,0.5243472515516893,0.9440879926672777,0.9457869542649519,816.1957639851607,0.022930067818096943,0.01655771014697855,0.240177407663607,,102426.9453677116,59,2,,0
7,GE'fear-uid,GE,uid,49294,35595,14,0.08762886597938145,0.5346196277948855,0.0811232449297972,0.5319092735504819,0.9639474488237091,0.9660303362362305,881.2550230068155,0.024757831802410885,0.017877531200690053,0.2567906803004721,,109610.48179899808,59,2,,0
8,GE'joy-comp,GE,comp,49294,2638,14,0.11076923076923077,0.455798123310184,0.09766454352441614,0.4520213378214336,0.6745495495495496,0.6811702925731433,77.34333040025376,0.029318927369315302,0.0015690211871678859,0.863318172630979,,25437.62358600725,5,2,,0
9,GE'joy-compUid,GE,compUid,49294,2638,14,0.1032258064516129,0.5087381345644862,0.07339449541284403,0.4954390777717815,0.8434684684684685,0.8484621155288822,79.68304390051344,0.03020585439746529,0.0016164856554654408,0.9784899742229702,,29013.321579004696,5,2,,0
10,GE'joy-sbertbase,GE,sbertbase,49294,35563,14,0.2038345105953582,0.5807678423346169,0.18811881188118812,0.5741697691690217,0.9196701282834453,0.9241574657494653,785.5295986001693,0.022088395202884158,0.01593560268187141,0.22316713879031505,,95218.292722001,58,2,,0
11,GE'joy-uid,GE,uid,49294,35563,14,0.21503496503496505,0.5832472122472123,0.18888289260658392,0.5714913775905114,0.9085725921400937,0.9131163651078097,899.2722584000148,0.025286737856761658,0.01824303684829827,0.258636377521579,,110160.40786099939,58,2,,0
12,GE'sadness-sbertbase,GE,sbertbase,49294,35582,14,0.06823027718550106,0.5227295932850542,0.06806282722513089,0.5235620570662768,0.9555442522889115,0.9590427979751496,862.418636700022,0.024237497518408802,0.01749540789345604,0.212043892768781,,91620.34554198908,58,2,,0
13,GE'sadness-uid,GE,uid,49294,35582,14,0.05976095617529881,0.5175618644536584,0.059332509270704575,0.5184615666292273,0.9519837232960325,0.9562241141279337,912.8146415023366,0.02565383175488552,0.018517763652824617,0.25334373373052216,,107598.92124502221,58,2,,0
14,GE'surprise-sbertbase,GE,sbertbase,49294,35706,14,0.14285714285714285,0.5536130889259203,0.12734082397003746,0.5463829806153793,0.931582162492364,0.9334855837853269,757.8703445848078,0.02122529391656326,0.01537449475767452,0.2305669213652933,,98143.16672459245,57,2,,0
15,GE'surprise-uid,GE,uid,49294,35706,14,0.21900161030595813,0.59675307871656,0.1914257228315055,0.5837958543331419,0.9506210547749949,0.9536968312874678,973.6991602927446,0.027269903105717377,0.01975289407012506,0.26921904461844043,,116106.32578656077,57,2,,0
16,GHC-comp,GHC,comp,27665,5285,14,0.15613382899628253,0.39733443042170813,0.1702652683528686,0.4010373700099958,0.4938684503901895,0.48995070155479714,128.36500009980227,0.024288552525979615,0.004639978315554031,0.6734714474929763,,40759.06173800104,5,2,,0
17,GHC-compUid,GHC,compUid,27665,5285,14,0.15671641791044774,0.5043084055476222,0.16058394160583941,0.5027987093473941,0.7480490523968785,0.7383390216154722,124.77492640027776,0.023609257597025122,0.004510208798130409,0.6704852234064659,,39403.5625080287,5,2,,0
18,GHC-sbertbase,GHC,sbertbase,27665,33004,14,0.2615535889872173,0.5476279902420587,0.29130368332569156,0.5559925354251722,0.7285378637267306,0.7137830998086537,1256.7996154306456,0.03808022104686237,0.04542922882453084,0.38722699376840924,,153249.08998678438,41,2,,0
19,GHC-uid,GHC,uid,27665,33004,14,0.26484498160798736,0.5560828640441988,0.29794184906893173,0.5671977129667337,0.7471534429784927,0.7347077340904883,1294.008078693878,0.03920761358301654,0.046774194060866726,0.3770222615681109,,148493.5450379271,41,2,,0
20,GE'anger-comp,GE,comp,49294,2688,14,0.13720316622691292,0.44829253234082955,0.10256410256410259,0.43118401206636503,0.6237054085155351,0.6210363495746326,138.0484275996423,0.05135730193439074,0.002800511778302477,0.9479519269717684,,29531.8198879977,10,4,,0
21,GE'anger-compUid,GE,compUid,49294,2688,14,0.1092436974789916,0.48395518207282917,0.0816326530612245,0.4705978691075181,0.7560414269275029,0.7563805104408353,165.16237139949226,0.061444334598025396,0.0033505572970238214,0.9042772932290399,,28513.764914991043,10,4,,0
