______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/1207: Loss: 1.71 | Accuracy: 0.46
[Training] Itteration/Batch:  25/1207: Loss: 1.30 | Accuracy: 0.59
[Training] Itteration/Batch:  50/1207: Loss: 0.89 | Accuracy: 0.71
[Training] Itteration/Batch:  75/1207: Loss: 0.88 | Accuracy: 0.83
[Training] Itteration/Batch: 100/1207: Loss: 0.75 | Accuracy: 0.81
[Training] Itteration/Batch: 125/1207: Loss: 1.26 | Accuracy: 0.87
[Training] Itteration/Batch: 150/1207: Loss: 1.45 | Accuracy: 0.80
[Training] Itteration/Batch: 175/1207: Loss: 0.78 | Accuracy: 0.96
[Training] Itteration/Batch: 200/1207: Loss: 0.63 | Accuracy: 1.00
[Training] Itteration/Batch: 225/1207: Loss: 0.65 | Accuracy: 1.00
[Training] Itteration/Batch: 250/1207: Loss: 1.12 | Accuracy: 0.96
[Training] Itteration/Batch: 275/1207: Loss: 0.58 | Accuracy: 1.00
[Training] Itteration/Batch: 300/1207: Loss: 0.60 | Accuracy: 1.00
[Training] Itteration/Batch: 325/1207: Loss: 1.13 | Accuracy: 0.96
[Training] Itteration/Batch: 350/1207: Loss: 0.89 | Accuracy: 0.96
[Training] Itteration/Batch: 375/1207: Loss: 1.53 | Accuracy: 0.96
[Training] Itteration/Batch: 400/1207: Loss: 0.57 | Accuracy: 1.00
[Training] Itteration/Batch: 425/1207: Loss: 1.11 | Accuracy: 0.96
[Training] Itteration/Batch: 450/1207: Loss: 0.61 | Accuracy: 1.00
[Training] Itteration/Batch: 475/1207: Loss: 2.49 | Accuracy: 0.89
[Training] Itteration/Batch: 500/1207: Loss: 0.53 | Accuracy: 1.00
[Training] Itteration/Batch: 525/1207: Loss: 0.50 | Accuracy: 1.00
[Training] Itteration/Batch: 550/1207: Loss: 0.61 | Accuracy: 0.95
[Training] Itteration/Batch: 575/1207: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 600/1207: Loss: 1.76 | Accuracy: 0.91
[Training] Itteration/Batch: 625/1207: Loss: 1.37 | Accuracy: 0.93
[Training] Itteration/Batch: 650/1207: Loss: 1.13 | Accuracy: 0.97
[Training] Itteration/Batch: 675/1207: Loss: 1.50 | Accuracy: 0.97
[Training] Itteration/Batch: 700/1207: Loss: 1.55 | Accuracy: 0.92
[Training] Itteration/Batch: 725/1207: Loss: 1.05 | Accuracy: 0.96
[Training] Itteration/Batch: 750/1207: Loss: 0.77 | Accuracy: 0.97
[Training] Itteration/Batch: 775/1207: Loss: 0.51 | Accuracy: 1.00
[Training] Itteration/Batch: 800/1207: Loss: 1.47 | Accuracy: 0.94
[Training] Itteration/Batch: 825/1207: Loss: 0.39 | Accuracy: 1.00
[Training] Itteration/Batch: 850/1207: Loss: 0.50 | Accuracy: 1.00
[Training] Itteration/Batch: 875/1207: Loss: 1.40 | Accuracy: 0.97
[Training] Itteration/Batch: 900/1207: Loss: 0.39 | Accuracy: 1.00
[Training] Itteration/Batch: 925/1207: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch: 950/1207: Loss: 1.73 | Accuracy: 0.92
[Training] Itteration/Batch: 975/1207: Loss: 0.50 | Accuracy: 1.00
[Training] Itteration/Batch: 1000/1207: Loss: 0.46 | Accuracy: 1.00
[Training] Itteration/Batch: 1025/1207: Loss: 0.68 | Accuracy: 0.97
[Training] Itteration/Batch: 1050/1207: Loss: 0.89 | Accuracy: 0.96
[Training] Itteration/Batch: 1075/1207: Loss: 0.72 | Accuracy: 0.96
[Training] Itteration/Batch: 1100/1207: Loss: 1.24 | Accuracy: 0.93
[Training] Itteration/Batch: 1125/1207: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch: 1150/1207: Loss: 0.43 | Accuracy: 1.00
[Training] Itteration/Batch: 1175/1207: Loss: 0.45 | Accuracy: 1.00
[Training] Itteration/Batch: 1200/1207: Loss: 0.34 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49177444386963265 |             Val Bin F1 Individual 0.021691974252462387 | Val Macro F1 Individual 0.5042798745310405 |             Val Accuracy Majority 0.9676302671432495 | Val Accuracy Individual 0.974083423614502 | Training Loss:0.9472794532775879 |             Val Loss 0.8824182748794556 | Train Runtime Millis 81765.37246489897 | Val Runtime Millis 19569.55575500615

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/1207: Loss: 0.70 | Accuracy: 0.95
[Training] Itteration/Batch:  25/1207: Loss: 0.49 | Accuracy: 1.00
[Training] Itteration/Batch:  50/1207: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch:  75/1207: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 100/1207: Loss: 1.27 | Accuracy: 0.92
[Training] Itteration/Batch: 125/1207: Loss: 0.30 | Accuracy: 1.00
[Training] Itteration/Batch: 150/1207: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 175/1207: Loss: 0.40 | Accuracy: 1.00
[Training] Itteration/Batch: 200/1207: Loss: 0.31 | Accuracy: 1.00
[Training] Itteration/Batch: 225/1207: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 250/1207: Loss: 0.40 | Accuracy: 0.97
[Training] Itteration/Batch: 275/1207: Loss: 0.54 | Accuracy: 1.00
[Training] Itteration/Batch: 300/1207: Loss: 1.38 | Accuracy: 0.97
[Training] Itteration/Batch: 325/1207: Loss: 0.36 | Accuracy: 0.96
[Training] Itteration/Batch: 350/1207: Loss: 0.60 | Accuracy: 0.90
[Training] Itteration/Batch: 375/1207: Loss: 0.31 | Accuracy: 0.96
[Training] Itteration/Batch: 400/1207: Loss: 1.46 | Accuracy: 0.91
[Training] Itteration/Batch: 425/1207: Loss: 1.00 | Accuracy: 0.93
[Training] Itteration/Batch: 450/1207: Loss: 2.54 | Accuracy: 0.87
[Training] Itteration/Batch: 475/1207: Loss: 0.61 | Accuracy: 0.96
[Training] Itteration/Batch: 500/1207: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 525/1207: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 550/1207: Loss: 0.28 | Accuracy: 0.96
[Training] Itteration/Batch: 575/1207: Loss: 0.46 | Accuracy: 0.91
[Training] Itteration/Batch: 600/1207: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 625/1207: Loss: 1.38 | Accuracy: 0.92
[Training] Itteration/Batch: 650/1207: Loss: 0.23 | Accuracy: 0.95
[Training] Itteration/Batch: 675/1207: Loss: 0.33 | Accuracy: 0.95
