______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 0.96 | Accuracy: 0.81
[Training] Itteration/Batch:  25/807: Loss: 2.35 | Accuracy: 0.81
[Training] Itteration/Batch:  50/807: Loss: 0.95 | Accuracy: 0.94
[Training] Itteration/Batch:  75/807: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 100/807: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 125/807: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 150/807: Loss: 0.93 | Accuracy: 0.94
[Training] Itteration/Batch: 175/807: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 200/807: Loss: 0.99 | Accuracy: 0.94
[Training] Itteration/Batch: 225/807: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 250/807: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 275/807: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 300/807: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 325/807: Loss: 0.55 | Accuracy: 0.94
[Training] Itteration/Batch: 350/807: Loss: 1.26 | Accuracy: 0.94
[Training] Itteration/Batch: 375/807: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 400/807: Loss: 0.71 | Accuracy: 0.88
[Training] Itteration/Batch: 425/807: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 450/807: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 475/807: Loss: 0.30 | Accuracy: 0.88
[Training] Itteration/Batch: 500/807: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 525/807: Loss: 1.14 | Accuracy: 0.94
[Training] Itteration/Batch: 550/807: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 575/807: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 600/807: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch: 625/807: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 650/807: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 675/807: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 700/807: Loss: 0.23 | Accuracy: 0.88
[Training] Itteration/Batch: 725/807: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 750/807: Loss: 1.80 | Accuracy: 0.88
[Training] Itteration/Batch: 775/807: Loss: 0.32 | Accuracy: 0.94
[Training] Itteration/Batch: 800/807: Loss: 0.24 | Accuracy: 0.88

Epoch 1: Val Bin. F1 Majority 0.5309200882911682 | Val Macro F1 Majority 0.7585547501801226 |             Val Bin F1 Individual 0.39742618799209595 | Val Macro F1 Individual 0.6882660793138166 |             Val Accuracy Majority 0.9731688499450684 | Val Accuracy Individual 0.9596123695373535 | Training Loss:0.3920656144618988 |             Val Loss 0.2592149078845978 | Train Runtime Millis 53782.20904599584 | Val Runtime Millis 22965.499593999994

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/807: Loss: 1.37 | Accuracy: 0.88
[Training] Itteration/Batch:  25/807: Loss: 0.46 | Accuracy: 0.94
[Training] Itteration/Batch:  50/807: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch:  75/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 100/807: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 125/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 150/807: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 175/807: Loss: 0.21 | Accuracy: 0.94
[Training] Itteration/Batch: 200/807: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 225/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 250/807: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 275/807: Loss: 0.49 | Accuracy: 0.94
[Training] Itteration/Batch: 300/807: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 325/807: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 350/807: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 375/807: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 400/807: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 425/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 450/807: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 475/807: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 500/807: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 525/807: Loss: 0.40 | Accuracy: 0.94
[Training] Itteration/Batch: 550/807: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 575/807: Loss: 0.35 | Accuracy: 0.88
[Training] Itteration/Batch: 600/807: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 625/807: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 650/807: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 675/807: Loss: 0.22 | Accuracy: 0.94
[Training] Itteration/Batch: 700/807: Loss: 0.20 | Accuracy: 0.88
