Epoch 3: Val Bin. F1 Majority 0.18230563402175903 | Val Macro F1 Majority 0.49501917349207686 |             Val Bin F1 Individual 0.32947975397109985 | Val Macro F1 Individual 0.5625025962574703 |             Val Accuracy Majority 0.6886696219444275 | Val Accuracy Individual 0.6866167783737183 | Training Loss:2.0792124271392822 |             Val Loss 2.1804349422454834 | Train Runtime Millis 303633.0747180036 | Val Runtime Millis 56647.88575400598

______________________________	 Running Epoch 4 of 10 	______________________________
[Training] Itteration/Batch:   0/550: Loss: 2.78 | Accuracy: 0.73
[Training] Itteration/Batch:  25/550: Loss: 1.77 | Accuracy: 0.69
[Training] Itteration/Batch:  50/550: Loss: 1.01 | Accuracy: 0.84
[Training] Itteration/Batch:  75/550: Loss: 0.95 | Accuracy: 0.76
[Training] Itteration/Batch: 100/550: Loss: 2.32 | Accuracy: 0.83
[Training] Itteration/Batch: 125/550: Loss: 1.84 | Accuracy: 0.74
[Training] Itteration/Batch: 150/550: Loss: 1.27 | Accuracy: 0.73
[Training] Itteration/Batch: 175/550: Loss: 1.75 | Accuracy: 0.82
[Training] Itteration/Batch: 200/550: Loss: 1.96 | Accuracy: 0.74
[Training] Itteration/Batch: 225/550: Loss: 4.35 | Accuracy: 0.66
[Training] Itteration/Batch: 250/550: Loss: 1.74 | Accuracy: 0.77
[Training] Itteration/Batch: 275/550: Loss: 1.42 | Accuracy: 0.89
[Training] Itteration/Batch: 300/550: Loss: 2.00 | Accuracy: 0.80
[Training] Itteration/Batch: 325/550: Loss: 1.28 | Accuracy: 0.85
[Training] Itteration/Batch: 350/550: Loss: 1.57 | Accuracy: 0.69
[Training] Itteration/Batch: 375/550: Loss: 3.03 | Accuracy: 0.79
[Training] Itteration/Batch: 400/550: Loss: 1.75 | Accuracy: 0.84
[Training] Itteration/Batch: 425/550: Loss: 2.66 | Accuracy: 0.67
[Training] Itteration/Batch: 450/550: Loss: 1.86 | Accuracy: 0.60
[Training] Itteration/Batch: 475/550: Loss: 2.07 | Accuracy: 0.78
[Training] Itteration/Batch: 500/550: Loss: 1.26 | Accuracy: 0.75
[Training] Itteration/Batch: 525/550: Loss: 1.13 | Accuracy: 0.91

Epoch 4: Val Bin. F1 Majority 0.2222222238779068 | Val Macro F1 Majority 0.5097814949841541 |             Val Bin F1 Individual 0.31194689869880676 | Val Macro F1 Individual 0.5503922454610566 |             Val Accuracy Majority 0.6784620881080627 | Val Accuracy Individual 0.6768495440483093 | Training Loss:1.88434898853302 |             Val Loss 2.2587997913360596 | Train Runtime Millis 303895.3248920152 | Val Runtime Millis 56579.817035992164

