______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/763: Loss: 0.79 | Accuracy: 0.00
[Training] Itteration/Batch:  25/763: Loss: 0.56 | Accuracy: 0.50
[Training] Itteration/Batch:  50/763: Loss: 0.77 | Accuracy: 0.94
[Training] Itteration/Batch:  75/763: Loss: 0.77 | Accuracy: 0.94
[Training] Itteration/Batch: 100/763: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 125/763: Loss: 0.84 | Accuracy: 0.94
[Training] Itteration/Batch: 150/763: Loss: 0.32 | Accuracy: 1.00
[Training] Itteration/Batch: 175/763: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 200/763: Loss: 0.64 | Accuracy: 0.94
[Training] Itteration/Batch: 225/763: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 250/763: Loss: 0.32 | Accuracy: 1.00
[Training] Itteration/Batch: 275/763: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 300/763: Loss: 0.58 | Accuracy: 0.94
[Training] Itteration/Batch: 325/763: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 350/763: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 375/763: Loss: 0.52 | Accuracy: 1.00
[Training] Itteration/Batch: 400/763: Loss: 0.29 | Accuracy: 0.94
[Training] Itteration/Batch: 425/763: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 450/763: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 475/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 500/763: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 525/763: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 550/763: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 575/763: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 600/763: Loss: 0.18 | Accuracy: 0.94
[Training] Itteration/Batch: 625/763: Loss: 0.34 | Accuracy: 0.88
[Training] Itteration/Batch: 650/763: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 675/763: Loss: 1.30 | Accuracy: 0.94
[Training] Itteration/Batch: 700/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 725/763: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 750/763: Loss: 0.31 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.2808642089366913 | Val Macro F1 Majority 0.6281689408706954 |             Val Bin F1 Individual 0.28652751445770264 | Val Macro F1 Individual 0.6321230163750087 |             Val Accuracy Majority 0.9525651335716248 | Val Accuracy Individual 0.956786572933197 | Training Loss:0.4693813920021057 |             Val Loss 0.37109264731407166 | Train Runtime Millis 46223.20508188568 | Val Runtime Millis 16306.352062150836

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/763: Loss: 0.54 | Accuracy: 0.88
[Training] Itteration/Batch:  25/763: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch:  50/763: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch:  75/763: Loss: 0.33 | Accuracy: 0.94
[Training] Itteration/Batch: 100/763: Loss: 0.21 | Accuracy: 0.94
[Training] Itteration/Batch: 125/763: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 150/763: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 175/763: Loss: 0.61 | Accuracy: 0.94
[Training] Itteration/Batch: 200/763: Loss: 0.32 | Accuracy: 0.94
[Training] Itteration/Batch: 225/763: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 250/763: Loss: 0.71 | Accuracy: 0.94
[Training] Itteration/Batch: 275/763: Loss: 0.23 | Accuracy: 0.94
[Training] Itteration/Batch: 300/763: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 325/763: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 350/763: Loss: 0.36 | Accuracy: 0.94
[Training] Itteration/Batch: 375/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 400/763: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 425/763: Loss: 0.74 | Accuracy: 0.88
[Training] Itteration/Batch: 450/763: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 475/763: Loss: 0.23 | Accuracy: 0.94
[Training] Itteration/Batch: 500/763: Loss: 1.38 | Accuracy: 0.75
[Training] Itteration/Batch: 525/763: Loss: 0.15 | Accuracy: 0.94
[Training] Itteration/Batch: 550/763: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 575/763: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 600/763: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 625/763: Loss: 0.33 | Accuracy: 0.94
[Training] Itteration/Batch: 650/763: Loss: 0.21 | Accuracy: 0.94
[Training] Itteration/Batch: 675/763: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 700/763: Loss: 0.18 | Accuracy: 0.88
[Training] Itteration/Batch: 725/763: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 750/763: Loss: 0.20 | Accuracy: 0.94

Epoch 2: Val Bin. F1 Majority 0.30901288986206055 | Val Macro F1 Majority 0.6373019068855731 |             Val Bin F1 Individual 0.27915871143341064 | Val Macro F1 Individual 0.6225641550796648 |             Val Accuracy Majority 0.9344462752342224 | Val Accuracy Individual 0.9350074529647827 | Training Loss:0.3059762120246887 |             Val Loss 0.3824997842311859 | Train Runtime Millis 47903.94431306049 | Val Runtime Millis 16696.23941113241

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/763: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch:  25/763: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch:  50/763: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch:  75/763: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 100/763: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 125/763: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 150/763: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 175/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 200/763: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 225/763: Loss: 2.49 | Accuracy: 0.81
[Training] Itteration/Batch: 250/763: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 275/763: Loss: 0.24 | Accuracy: 0.88
[Training] Itteration/Batch: 300/763: Loss: 0.25 | Accuracy: 0.94
[Training] Itteration/Batch: 325/763: Loss: 0.20 | Accuracy: 0.88
[Training] Itteration/Batch: 350/763: Loss: 0.30 | Accuracy: 0.88
[Training] Itteration/Batch: 375/763: Loss: 1.66 | Accuracy: 0.88
[Training] Itteration/Batch: 400/763: Loss: 0.37 | Accuracy: 0.88
[Training] Itteration/Batch: 425/763: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 450/763: Loss: 0.21 | Accuracy: 0.94
[Training] Itteration/Batch: 475/763: Loss: 0.16 | Accuracy: 0.94
[Training] Itteration/Batch: 500/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 525/763: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 550/763: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 575/763: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 600/763: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 625/763: Loss: 0.30 | Accuracy: 0.94
[Training] Itteration/Batch: 650/763: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 675/763: Loss: 0.05 | Accuracy: 1.00
