______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/568: Loss: 1.12 | Accuracy: 0.06
[Training] Itteration/Batch:  25/568: Loss: 0.53 | Accuracy: 0.50
[Training] Itteration/Batch:  50/568: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch:  75/568: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 100/568: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 125/568: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 150/568: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 175/568: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 200/568: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 225/568: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 250/568: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 275/568: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 300/568: Loss: 0.82 | Accuracy: 0.94
[Training] Itteration/Batch: 325/568: Loss: 0.56 | Accuracy: 0.94
[Training] Itteration/Batch: 350/568: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 375/568: Loss: 0.92 | Accuracy: 0.94
[Training] Itteration/Batch: 400/568: Loss: 1.36 | Accuracy: 0.88
[Training] Itteration/Batch: 425/568: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 450/568: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 475/568: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 500/568: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 525/568: Loss: 0.97 | Accuracy: 0.94
[Training] Itteration/Batch: 550/568: Loss: 0.21 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.3891402781009674 | Val Macro F1 Majority 0.6886334602848649 |             Val Bin F1 Individual 0.30879122018814087 | Val Macro F1 Individual 0.6461720922106865 |             Val Accuracy Majority 0.9767060875892639 | Val Accuracy Individual 0.9678704738616943 | Training Loss:0.46162837743759155 |             Val Loss 0.3577840328216553 | Train Runtime Millis 37519.75723801297 | Val Runtime Millis 22127.115149021847

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/568: Loss: 0.36 | Accuracy: 0.94
[Training] Itteration/Batch:  25/568: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch:  50/568: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch:  75/568: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 100/568: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 125/568: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 150/568: Loss: 0.38 | Accuracy: 0.94
[Training] Itteration/Batch: 175/568: Loss: 0.35 | Accuracy: 0.88
[Training] Itteration/Batch: 200/568: Loss: 0.08 | Accuracy: 1.00
