______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/650: Loss: 0.73 | Accuracy: 0.75
[Training] Itteration/Batch:  25/650: Loss: 0.67 | Accuracy: 0.88
[Training] Itteration/Batch:  50/650: Loss: 0.45 | Accuracy: 0.94
[Training] Itteration/Batch:  75/650: Loss: 0.61 | Accuracy: 0.88
[Training] Itteration/Batch: 100/650: Loss: 0.56 | Accuracy: 0.88
[Training] Itteration/Batch: 125/650: Loss: 0.54 | Accuracy: 0.94
[Training] Itteration/Batch: 150/650: Loss: 0.78 | Accuracy: 0.94
[Training] Itteration/Batch: 175/650: Loss: 0.35 | Accuracy: 0.81
[Training] Itteration/Batch: 200/650: Loss: 0.35 | Accuracy: 0.75
[Training] Itteration/Batch: 225/650: Loss: 0.36 | Accuracy: 0.94
[Training] Itteration/Batch: 250/650: Loss: 0.38 | Accuracy: 0.88
[Training] Itteration/Batch: 275/650: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 300/650: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 325/650: Loss: 0.22 | Accuracy: 0.94
[Training] Itteration/Batch: 350/650: Loss: 0.42 | Accuracy: 0.94
[Training] Itteration/Batch: 375/650: Loss: 0.35 | Accuracy: 0.94
[Training] Itteration/Batch: 400/650: Loss: 0.41 | Accuracy: 0.88
[Training] Itteration/Batch: 425/650: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 450/650: Loss: 0.48 | Accuracy: 0.94
[Training] Itteration/Batch: 475/650: Loss: 0.38 | Accuracy: 0.81
[Training] Itteration/Batch: 500/650: Loss: 1.13 | Accuracy: 0.81
[Training] Itteration/Batch: 525/650: Loss: 0.34 | Accuracy: 0.94
[Training] Itteration/Batch: 550/650: Loss: 0.56 | Accuracy: 0.94
[Training] Itteration/Batch: 575/650: Loss: 0.49 | Accuracy: 0.81
[Training] Itteration/Batch: 600/650: Loss: 0.70 | Accuracy: 0.88
[Training] Itteration/Batch: 625/650: Loss: 0.23 | Accuracy: 0.94

