______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/737: Loss: 0.52 | Accuracy: 0.56
[Training] Itteration/Batch:  25/737: Loss: 0.39 | Accuracy: 1.00
[Training] Itteration/Batch:  50/737: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch:  75/737: Loss: 1.19 | Accuracy: 0.94
[Training] Itteration/Batch: 100/737: Loss: 0.32 | Accuracy: 1.00
[Training] Itteration/Batch: 125/737: Loss: 2.18 | Accuracy: 0.88
[Training] Itteration/Batch: 150/737: Loss: 0.27 | Accuracy: 1.00
[Training] Itteration/Batch: 175/737: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 200/737: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 225/737: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 250/737: Loss: 0.21 | Accuracy: 1.00
[Training] Itteration/Batch: 275/737: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 300/737: Loss: 1.26 | Accuracy: 0.94
[Training] Itteration/Batch: 325/737: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 350/737: Loss: 0.92 | Accuracy: 0.94
[Training] Itteration/Batch: 375/737: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 400/737: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 425/737: Loss: 1.16 | Accuracy: 0.94
[Training] Itteration/Batch: 450/737: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 475/737: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 500/737: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 525/737: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 550/737: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 575/737: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 600/737: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 625/737: Loss: 0.22 | Accuracy: 1.00
[Training] Itteration/Batch: 650/737: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 675/737: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch: 700/737: Loss: 0.84 | Accuracy: 0.94
[Training] Itteration/Batch: 725/737: Loss: 0.15 | Accuracy: 1.00

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49518749183397937 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.4935265501531492 |             Val Accuracy Majority 0.9809334874153137 | Val Accuracy Individual 0.9744371771812439 | Training Loss:0.4684983193874359 |             Val Loss 0.35438647866249084 | Train Runtime Millis 50033.13083620742 | Val Runtime Millis 22941.53179693967

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/737: Loss: 0.76 | Accuracy: 0.94
[Training] Itteration/Batch:  25/737: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch:  50/737: Loss: 1.15 | Accuracy: 0.94
[Training] Itteration/Batch:  75/737: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 100/737: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 125/737: Loss: 0.05 | Accuracy: 1.00
[Training] Itteration/Batch: 150/737: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 175/737: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 200/737: Loss: 0.10 | Accuracy: 1.00
[Training] Itteration/Batch: 225/737: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 250/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 275/737: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 300/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 325/737: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 350/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 375/737: Loss: 0.11 | Accuracy: 1.00
[Training] Itteration/Batch: 400/737: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 425/737: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 450/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 475/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 500/737: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 525/737: Loss: 0.14 | Accuracy: 1.00
[Training] Itteration/Batch: 550/737: Loss: 0.06 | Accuracy: 1.00
[Training] Itteration/Batch: 575/737: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 600/737: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 625/737: Loss: 0.03 | Accuracy: 1.00
[Training] Itteration/Batch: 650/737: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 675/737: Loss: 0.25 | Accuracy: 0.94
[Training] Itteration/Batch: 700/737: Loss: 0.09 | Accuracy: 1.00
[Training] Itteration/Batch: 725/737: Loss: 0.23 | Accuracy: 1.00

Epoch 2: Val Bin. F1 Majority 0.471615731716156 | Val Macro F1 Majority 0.7277394006043071 |             Val Bin F1 Individual 0.4003073275089264 | Val Macro F1 Individual 0.6898981008783309 |             Val Accuracy Majority 0.968682587146759 | Val Accuracy Individual 0.9603344202041626 | Training Loss:0.21977558732032776 |             Val Loss 0.22856593132019043 | Train Runtime Millis 50251.389598008245 | Val Runtime Millis 23128.155659884214

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/737: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch:  25/737: Loss: 0.18 | Accuracy: 0.94
[Training] Itteration/Batch:  50/737: Loss: 0.22 | Accuracy: 0.88
[Training] Itteration/Batch:  75/737: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 100/737: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 125/737: Loss: 0.12 | Accuracy: 1.00
[Training] Itteration/Batch: 150/737: Loss: 0.13 | Accuracy: 1.00
[Training] Itteration/Batch: 175/737: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 200/737: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 225/737: Loss: 0.14 | Accuracy: 0.94
[Training] Itteration/Batch: 250/737: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 275/737: Loss: 0.08 | Accuracy: 0.94
[Training] Itteration/Batch: 300/737: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 325/737: Loss: 0.08 | Accuracy: 1.00
[Training] Itteration/Batch: 350/737: Loss: 0.26 | Accuracy: 1.00
[Training] Itteration/Batch: 375/737: Loss: 0.13 | Accuracy: 0.94
[Training] Itteration/Batch: 400/737: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 425/737: Loss: 0.10 | Accuracy: 0.94
[Training] Itteration/Batch: 450/737: Loss: 0.09 | Accuracy: 0.94
[Training] Itteration/Batch: 475/737: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 500/737: Loss: 0.07 | Accuracy: 1.00
[Training] Itteration/Batch: 525/737: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 550/737: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 575/737: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 600/737: Loss: 0.19 | Accuracy: 0.94
[Training] Itteration/Batch: 625/737: Loss: 0.04 | Accuracy: 1.00
[Training] Itteration/Batch: 650/737: Loss: 0.02 | Accuracy: 1.00
[Training] Itteration/Batch: 675/737: Loss: 0.12 | Accuracy: 0.94
[Training] Itteration/Batch: 700/737: Loss: 0.01 | Accuracy: 1.00
[Training] Itteration/Batch: 725/737: Loss: 0.21 | Accuracy: 0.94

