______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/631: Loss: 2.30 | Accuracy: 0.43
[Training] Itteration/Batch:  25/631: Loss: 1.42 | Accuracy: 0.32
[Training] Itteration/Batch:  50/631: Loss: 2.62 | Accuracy: 0.55
[Training] Itteration/Batch:  75/631: Loss: 2.37 | Accuracy: 0.46
[Training] Itteration/Batch: 100/631: Loss: 2.03 | Accuracy: 0.60
[Training] Itteration/Batch: 125/631: Loss: 3.23 | Accuracy: 0.49
[Training] Itteration/Batch: 150/631: Loss: 2.94 | Accuracy: 0.54
[Training] Itteration/Batch: 175/631: Loss: 5.83 | Accuracy: 0.43
[Training] Itteration/Batch: 200/631: Loss: 1.83 | Accuracy: 0.47
[Training] Itteration/Batch: 225/631: Loss: 3.15 | Accuracy: 0.53
[Training] Itteration/Batch: 250/631: Loss: 2.41 | Accuracy: 0.63
[Training] Itteration/Batch: 275/631: Loss: 7.07 | Accuracy: 0.53
[Training] Itteration/Batch: 300/631: Loss: 2.58 | Accuracy: 0.53
[Training] Itteration/Batch: 325/631: Loss: 3.41 | Accuracy: 0.71
[Training] Itteration/Batch: 350/631: Loss: 2.93 | Accuracy: 0.47
[Training] Itteration/Batch: 375/631: Loss: 2.20 | Accuracy: 0.63
[Training] Itteration/Batch: 400/631: Loss: 2.30 | Accuracy: 0.67
[Training] Itteration/Batch: 425/631: Loss: 2.80 | Accuracy: 0.62
[Training] Itteration/Batch: 450/631: Loss: 2.26 | Accuracy: 0.63
[Training] Itteration/Batch: 475/631: Loss: 5.68 | Accuracy: 0.52
[Training] Itteration/Batch: 500/631: Loss: 4.90 | Accuracy: 0.53
[Training] Itteration/Batch: 525/631: Loss: 2.43 | Accuracy: 0.49
[Training] Itteration/Batch: 550/631: Loss: 3.33 | Accuracy: 0.69
[Training] Itteration/Batch: 575/631: Loss: 4.57 | Accuracy: 0.70
[Training] Itteration/Batch: 600/631: Loss: 3.32 | Accuracy: 0.66
[Training] Itteration/Batch: 625/631: Loss: 5.70 | Accuracy: 0.55

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.415935295129926 |             Val Bin F1 Individual 0.3232758641242981 | Val Macro F1 Individual 0.542581815413107 |             Val Accuracy Majority 0.7121390700340271 | Val Accuracy Individual 0.6477265357971191 | Training Loss:3.2201087474823 |             Val Loss 3.0331320762634277 | Train Runtime Millis 416109.49869873 | Val Runtime Millis 98618.2069373317

