______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/584: Loss: 2.46 | Accuracy: 0.41
[Training] Itteration/Batch:  25/584: Loss: 2.18 | Accuracy: 0.45
[Training] Itteration/Batch:  50/584: Loss: 2.55 | Accuracy: 0.68
[Training] Itteration/Batch:  75/584: Loss: 1.76 | Accuracy: 0.72
[Training] Itteration/Batch: 100/584: Loss: 2.36 | Accuracy: 0.85
[Training] Itteration/Batch: 125/584: Loss: 2.05 | Accuracy: 0.79
[Training] Itteration/Batch: 150/584: Loss: 1.60 | Accuracy: 0.89
[Training] Itteration/Batch: 175/584: Loss: 2.04 | Accuracy: 0.85
[Training] Itteration/Batch: 200/584: Loss: 1.04 | Accuracy: 0.98
[Training] Itteration/Batch: 225/584: Loss: 2.53 | Accuracy: 0.75
[Training] Itteration/Batch: 250/584: Loss: 1.91 | Accuracy: 0.88
[Training] Itteration/Batch: 275/584: Loss: 1.00 | Accuracy: 0.96
[Training] Itteration/Batch: 300/584: Loss: 1.60 | Accuracy: 0.90
[Training] Itteration/Batch: 325/584: Loss: 1.54 | Accuracy: 0.89
[Training] Itteration/Batch: 350/584: Loss: 1.09 | Accuracy: 0.90
[Training] Itteration/Batch: 375/584: Loss: 1.23 | Accuracy: 0.86
[Training] Itteration/Batch: 400/584: Loss: 1.08 | Accuracy: 0.93
[Training] Itteration/Batch: 425/584: Loss: 0.75 | Accuracy: 0.95
[Training] Itteration/Batch: 450/584: Loss: 0.72 | Accuracy: 0.95
[Training] Itteration/Batch: 475/584: Loss: 1.83 | Accuracy: 0.86
[Training] Itteration/Batch: 500/584: Loss: 1.26 | Accuracy: 0.90
[Training] Itteration/Batch: 525/584: Loss: 0.70 | Accuracy: 0.91
[Training] Itteration/Batch: 550/584: Loss: 1.83 | Accuracy: 0.78
[Training] Itteration/Batch: 575/584: Loss: 1.45 | Accuracy: 0.80

Epoch 1: Val Bin. F1 Majority 0.46464645862579346 | Val Macro F1 Majority 0.6939967860422406 |             Val Bin F1 Individual 0.4831843376159668 | Val Macro F1 Individual 0.6977717799317901 |             Val Accuracy Majority 0.8658955097198486 | Val Accuracy Individual 0.8501327037811279 | Training Loss:1.5817195177078247 |             Val Loss 1.3243426084518433 | Train Runtime Millis 52246.46612198558 | Val Runtime Millis 14417.172057903372

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/584: Loss: 1.85 | Accuracy: 0.80
[Training] Itteration/Batch:  25/584: Loss: 0.92 | Accuracy: 0.82
[Training] Itteration/Batch:  50/584: Loss: 1.29 | Accuracy: 0.88
[Training] Itteration/Batch:  75/584: Loss: 0.75 | Accuracy: 0.98
[Training] Itteration/Batch: 100/584: Loss: 1.07 | Accuracy: 0.84
