______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/831: Loss: 1.63 | Accuracy: 0.53
[Training] Itteration/Batch:  25/831: Loss: 1.86 | Accuracy: 0.37
[Training] Itteration/Batch:  50/831: Loss: 2.02 | Accuracy: 0.52
[Training] Itteration/Batch:  75/831: Loss: 2.76 | Accuracy: 0.58
[Training] Itteration/Batch: 100/831: Loss: 3.43 | Accuracy: 0.70
[Training] Itteration/Batch: 125/831: Loss: 4.44 | Accuracy: 0.62
[Training] Itteration/Batch: 150/831: Loss: 2.03 | Accuracy: 0.72
[Training] Itteration/Batch: 175/831: Loss: 3.24 | Accuracy: 0.82
[Training] Itteration/Batch: 200/831: Loss: 1.80 | Accuracy: 0.89
[Training] Itteration/Batch: 225/831: Loss: 2.61 | Accuracy: 0.81
[Training] Itteration/Batch: 250/831: Loss: 3.43 | Accuracy: 0.90
[Training] Itteration/Batch: 275/831: Loss: 3.20 | Accuracy: 0.91
[Training] Itteration/Batch: 300/831: Loss: 2.38 | Accuracy: 0.91
[Training] Itteration/Batch: 325/831: Loss: 1.38 | Accuracy: 1.00
[Training] Itteration/Batch: 350/831: Loss: 1.40 | Accuracy: 1.00
[Training] Itteration/Batch: 375/831: Loss: 1.92 | Accuracy: 0.95
[Training] Itteration/Batch: 400/831: Loss: 1.52 | Accuracy: 0.96
[Training] Itteration/Batch: 425/831: Loss: 1.42 | Accuracy: 1.00
[Training] Itteration/Batch: 450/831: Loss: 3.07 | Accuracy: 0.96
[Training] Itteration/Batch: 475/831: Loss: 1.73 | Accuracy: 0.98
[Training] Itteration/Batch: 500/831: Loss: 1.50 | Accuracy: 1.00
[Training] Itteration/Batch: 525/831: Loss: 2.83 | Accuracy: 0.95
[Training] Itteration/Batch: 550/831: Loss: 1.30 | Accuracy: 1.00
[Training] Itteration/Batch: 575/831: Loss: 1.23 | Accuracy: 1.00
[Training] Itteration/Batch: 600/831: Loss: 2.01 | Accuracy: 0.96
[Training] Itteration/Batch: 625/831: Loss: 1.16 | Accuracy: 1.00
[Training] Itteration/Batch: 650/831: Loss: 1.62 | Accuracy: 0.98
[Training] Itteration/Batch: 675/831: Loss: 1.59 | Accuracy: 0.98
[Training] Itteration/Batch: 700/831: Loss: 1.57 | Accuracy: 0.98
[Training] Itteration/Batch: 725/831: Loss: 1.69 | Accuracy: 0.97
[Training] Itteration/Batch: 750/831: Loss: 4.41 | Accuracy: 0.95
[Training] Itteration/Batch: 775/831: Loss: 1.40 | Accuracy: 0.98
[Training] Itteration/Batch: 800/831: Loss: 1.21 | Accuracy: 1.00
[Training] Itteration/Batch: 825/831: Loss: 2.92 | Accuracy: 0.97

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49643757059692417 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.49362844590601956 |             Val Accuracy Majority 0.9858511090278625 | Val Accuracy Individual 0.9748344421386719 | Training Loss:2.291182041168213 |             Val Loss 1.8461281061172485 | Train Runtime Millis 77063.86289000511 | Val Runtime Millis 36707.2597250808

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/831: Loss: 1.28 | Accuracy: 1.00
[Training] Itteration/Batch:  25/831: Loss: 1.07 | Accuracy: 1.00
[Training] Itteration/Batch:  50/831: Loss: 1.02 | Accuracy: 1.00
[Training] Itteration/Batch:  75/831: Loss: 1.15 | Accuracy: 1.00
[Training] Itteration/Batch: 100/831: Loss: 1.07 | Accuracy: 1.00
[Training] Itteration/Batch: 125/831: Loss: 1.64 | Accuracy: 0.98
[Training] Itteration/Batch: 150/831: Loss: 2.03 | Accuracy: 0.94
