______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/814: Loss: 1.79 | Accuracy: 0.42
[Training] Itteration/Batch:  25/814: Loss: 3.38 | Accuracy: 0.51
[Training] Itteration/Batch:  50/814: Loss: 3.93 | Accuracy: 0.53
[Training] Itteration/Batch:  75/814: Loss: 3.59 | Accuracy: 0.62
[Training] Itteration/Batch: 100/814: Loss: 2.11 | Accuracy: 0.62
[Training] Itteration/Batch: 125/814: Loss: 4.02 | Accuracy: 0.68
[Training] Itteration/Batch: 150/814: Loss: 2.33 | Accuracy: 0.74
[Training] Itteration/Batch: 175/814: Loss: 3.73 | Accuracy: 0.79
[Training] Itteration/Batch: 200/814: Loss: 2.88 | Accuracy: 0.77
[Training] Itteration/Batch: 225/814: Loss: 1.45 | Accuracy: 0.91
[Training] Itteration/Batch: 250/814: Loss: 1.39 | Accuracy: 0.90
[Training] Itteration/Batch: 275/814: Loss: 2.65 | Accuracy: 0.82
[Training] Itteration/Batch: 300/814: Loss: 2.26 | Accuracy: 0.89
[Training] Itteration/Batch: 325/814: Loss: 1.40 | Accuracy: 0.92
[Training] Itteration/Batch: 350/814: Loss: 1.48 | Accuracy: 1.00
[Training] Itteration/Batch: 375/814: Loss: 2.11 | Accuracy: 0.92
[Training] Itteration/Batch: 400/814: Loss: 1.72 | Accuracy: 0.98
[Training] Itteration/Batch: 425/814: Loss: 1.74 | Accuracy: 0.96
[Training] Itteration/Batch: 450/814: Loss: 2.91 | Accuracy: 0.93
[Training] Itteration/Batch: 475/814: Loss: 2.66 | Accuracy: 0.95
[Training] Itteration/Batch: 500/814: Loss: 3.26 | Accuracy: 0.94
[Training] Itteration/Batch: 525/814: Loss: 2.04 | Accuracy: 0.97
[Training] Itteration/Batch: 550/814: Loss: 4.08 | Accuracy: 0.95
[Training] Itteration/Batch: 575/814: Loss: 2.41 | Accuracy: 0.94
[Training] Itteration/Batch: 600/814: Loss: 1.34 | Accuracy: 1.00
[Training] Itteration/Batch: 625/814: Loss: 2.66 | Accuracy: 0.96
[Training] Itteration/Batch: 650/814: Loss: 1.32 | Accuracy: 1.00
[Training] Itteration/Batch: 675/814: Loss: 1.56 | Accuracy: 0.98
[Training] Itteration/Batch: 700/814: Loss: 2.28 | Accuracy: 0.96
[Training] Itteration/Batch: 725/814: Loss: 3.29 | Accuracy: 0.94
[Training] Itteration/Batch: 750/814: Loss: 1.75 | Accuracy: 0.98
[Training] Itteration/Batch: 775/814: Loss: 1.27 | Accuracy: 0.98
[Training] Itteration/Batch: 800/814: Loss: 1.39 | Accuracy: 0.98

Epoch 1: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49454910169195887 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.4922977178423237 |             Val Accuracy Majority 0.9784315228462219 | Val Accuracy Individual 0.9696582555770874 | Training Loss:2.3029439449310303 |             Val Loss 1.903749704360962 | Train Runtime Millis 77573.24466199498 | Val Runtime Millis 38136.36441598646

______________________________	 Running Epoch 2 of 10 	______________________________
[Training] Itteration/Batch:   0/814: Loss: 3.82 | Accuracy: 0.95
[Training] Itteration/Batch:  25/814: Loss: 3.45 | Accuracy: 0.92
[Training] Itteration/Batch:  50/814: Loss: 1.53 | Accuracy: 0.98
[Training] Itteration/Batch:  75/814: Loss: 2.01 | Accuracy: 0.97
[Training] Itteration/Batch: 100/814: Loss: 3.88 | Accuracy: 0.94
[Training] Itteration/Batch: 125/814: Loss: 2.56 | Accuracy: 0.95
[Training] Itteration/Batch: 150/814: Loss: 2.71 | Accuracy: 0.95
[Training] Itteration/Batch: 175/814: Loss: 1.45 | Accuracy: 0.98
[Training] Itteration/Batch: 200/814: Loss: 1.76 | Accuracy: 0.97
[Training] Itteration/Batch: 225/814: Loss: 2.02 | Accuracy: 0.96
[Training] Itteration/Batch: 250/814: Loss: 1.95 | Accuracy: 0.96
[Training] Itteration/Batch: 275/814: Loss: 2.52 | Accuracy: 0.95
[Training] Itteration/Batch: 300/814: Loss: 2.27 | Accuracy: 0.96
[Training] Itteration/Batch: 325/814: Loss: 3.10 | Accuracy: 0.98
[Training] Itteration/Batch: 350/814: Loss: 0.86 | Accuracy: 1.00
[Training] Itteration/Batch: 375/814: Loss: 2.14 | Accuracy: 0.96
[Training] Itteration/Batch: 400/814: Loss: 3.89 | Accuracy: 0.91
[Training] Itteration/Batch: 425/814: Loss: 1.90 | Accuracy: 0.96
[Training] Itteration/Batch: 450/814: Loss: 2.71 | Accuracy: 0.93
[Training] Itteration/Batch: 475/814: Loss: 1.34 | Accuracy: 0.98
[Training] Itteration/Batch: 500/814: Loss: 2.62 | Accuracy: 0.94
[Training] Itteration/Batch: 525/814: Loss: 2.03 | Accuracy: 0.98
[Training] Itteration/Batch: 550/814: Loss: 1.02 | Accuracy: 1.00
[Training] Itteration/Batch: 575/814: Loss: 1.19 | Accuracy: 0.98
[Training] Itteration/Batch: 600/814: Loss: 2.25 | Accuracy: 0.95
[Training] Itteration/Batch: 625/814: Loss: 1.04 | Accuracy: 1.00
[Training] Itteration/Batch: 650/814: Loss: 3.81 | Accuracy: 0.94
[Training] Itteration/Batch: 675/814: Loss: 2.24 | Accuracy: 0.95
[Training] Itteration/Batch: 700/814: Loss: 3.07 | Accuracy: 0.94
[Training] Itteration/Batch: 725/814: Loss: 1.09 | Accuracy: 0.98
[Training] Itteration/Batch: 750/814: Loss: 2.00 | Accuracy: 0.97
[Training] Itteration/Batch: 775/814: Loss: 1.38 | Accuracy: 0.98
[Training] Itteration/Batch: 800/814: Loss: 1.27 | Accuracy: 0.98

Epoch 2: Val Bin. F1 Majority 0.0 | Val Macro F1 Majority 0.49454910169195887 |             Val Bin F1 Individual 0.0 | Val Macro F1 Individual 0.4922977178423237 |             Val Accuracy Majority 0.9784315228462219 | Val Accuracy Individual 0.9696582555770874 | Training Loss:1.9952974319458008 |             Val Loss 1.7829960584640503 | Train Runtime Millis 77515.27013300802 | Val Runtime Millis 39189.58272700547

______________________________	 Running Epoch 3 of 10 	______________________________
[Training] Itteration/Batch:   0/814: Loss: 1.68 | Accuracy: 0.96
[Training] Itteration/Batch:  25/814: Loss: 0.94 | Accuracy: 1.00
[Training] Itteration/Batch:  50/814: Loss: 1.35 | Accuracy: 0.98
[Training] Itteration/Batch:  75/814: Loss: 0.87 | Accuracy: 1.00
[Training] Itteration/Batch: 100/814: Loss: 2.06 | Accuracy: 0.97
[Training] Itteration/Batch: 125/814: Loss: 0.81 | Accuracy: 1.00
[Training] Itteration/Batch: 150/814: Loss: 1.79 | Accuracy: 0.95
[Training] Itteration/Batch: 175/814: Loss: 2.38 | Accuracy: 0.96
[Training] Itteration/Batch: 200/814: Loss: 1.91 | Accuracy: 0.97
[Training] Itteration/Batch: 225/814: Loss: 0.88 | Accuracy: 1.00
[Training] Itteration/Batch: 250/814: Loss: 0.73 | Accuracy: 1.00
[Training] Itteration/Batch: 275/814: Loss: 1.26 | Accuracy: 0.98
[Training] Itteration/Batch: 300/814: Loss: 0.96 | Accuracy: 1.00
[Training] Itteration/Batch: 325/814: Loss: 1.55 | Accuracy: 0.98
[Training] Itteration/Batch: 350/814: Loss: 1.89 | Accuracy: 0.94
[Training] Itteration/Batch: 375/814: Loss: 1.35 | Accuracy: 0.98
[Training] Itteration/Batch: 400/814: Loss: 0.94 | Accuracy: 0.98
[Training] Itteration/Batch: 425/814: Loss: 1.12 | Accuracy: 0.98
[Training] Itteration/Batch: 450/814: Loss: 1.23 | Accuracy: 0.98
[Training] Itteration/Batch: 475/814: Loss: 2.76 | Accuracy: 0.95
[Training] Itteration/Batch: 500/814: Loss: 2.02 | Accuracy: 0.92
[Training] Itteration/Batch: 525/814: Loss: 0.77 | Accuracy: 1.00
[Training] Itteration/Batch: 550/814: Loss: 2.44 | Accuracy: 0.95
[Training] Itteration/Batch: 575/814: Loss: 2.27 | Accuracy: 0.97
[Training] Itteration/Batch: 600/814: Loss: 0.80 | Accuracy: 0.94
[Training] Itteration/Batch: 625/814: Loss: 1.82 | Accuracy: 0.97
[Training] Itteration/Batch: 650/814: Loss: 0.89 | Accuracy: 1.00
[Training] Itteration/Batch: 675/814: Loss: 2.89 | Accuracy: 0.94
[Training] Itteration/Batch: 700/814: Loss: 2.36 | Accuracy: 0.95
[Training] Itteration/Batch: 725/814: Loss: 3.10 | Accuracy: 0.84
[Training] Itteration/Batch: 750/814: Loss: 2.86 | Accuracy: 0.86
[Training] Itteration/Batch: 775/814: Loss: 0.97 | Accuracy: 0.97
[Training] Itteration/Batch: 800/814: Loss: 1.15 | Accuracy: 0.94

Epoch 3: Val Bin. F1 Majority 0.4351351261138916 | Val Macro F1 Majority 0.7082546721037052 |             Val Bin F1 Individual 0.37447699904441833 | Val Macro F1 Individual 0.6753482498214104 |             Val Accuracy Majority 0.963937520980835 | Val Accuracy Individual 0.9541809558868408 | Training Loss:1.7544306516647339 |             Val Loss 1.4205958843231201 | Train Runtime Millis 78649.22049400047 | Val Runtime Millis 39476.768955006264

______________________________	 Running Epoch 4 of 10 	______________________________
[Training] Itteration/Batch:   0/814: Loss: 1.64 | Accuracy: 0.96
[Training] Itteration/Batch:  25/814: Loss: 1.73 | Accuracy: 0.95
[Training] Itteration/Batch:  50/814: Loss: 1.94 | Accuracy: 0.89
[Training] Itteration/Batch:  75/814: Loss: 1.05 | Accuracy: 0.97
[Training] Itteration/Batch: 100/814: Loss: 1.55 | Accuracy: 0.93
[Training] Itteration/Batch: 125/814: Loss: 1.13 | Accuracy: 0.98
